id,customer_id,building_id,unit_number,postal_code
ADDRESS_000000377,CUSTOMER_000000377,BUILDING_007,A601,440010
ADDRESS_000000378,CUSTOMER_000000378,BUILDING_010,A303,560066
ADDRESS_000000379,CUSTOMER_000000379,BUILDING_002,B602,440015
ADDRESS_000000380,CUSTOMER_000000380,BUILDING_007,A404,440010
ADDRESS_000000381,CUSTOMER_000000381,BUILDING_009,A1001,380009
ADDRESS_000000382,CUSTOMER_000000382,BUILDING_002,B504,440015
ADDRESS_000000383,CUSTOMER_000000383,BUILDING_003,C403,440015
ADDRESS_000000384,CUSTOMER_000000384,BUILDING_008,A502,411038
ADDRESS_000000385,CUSTOMER_000000385,BUILDING_001,A103,440015
ADDRESS_000000386,CUSTOMER_000000386,BUILDING_008,A602,411038
ADDRESS_000000387,CUSTOMER_000000387,BUILDING_007,A903,440010
ADDRESS_000000388,CUSTOMER_000000388,BUILDING_006,A403,440015
ADDRESS_000000389,CUSTOMER_000000389,BUILDING_006,A701,440015
ADDRESS_000000390,CUSTOMER_000000390,BUILDING_007,A404,440010
ADDRESS_000000391,CUSTOMER_000000391,BUILDING_010,A203,560066
ADDRESS_000000392,CUSTOMER_000000392,BUILDING_007,A204,440010
ADDRESS_000000393,CUSTOMER_000000393,BUILDING_008,A801,411038
ADDRESS_000000394,CUSTOMER_000000394,BUILDING_001,A101,440015
ADDRESS_000000395,CUSTOMER_000000395,BUILDING_002,B601,440015
ADDRESS_000000396,CUSTOMER_000000396,BUILDING_004,A303,440015
ADDRESS_000000397,CUSTOMER_000000397,BUILDING_005,B301,440015
ADDRESS_000000398,CUSTOMER_000000398,BUILDING_010,A503,560066
ADDRESS_000000399,CUSTOMER_000000399,BUILDING_009,A804,380009
ADDRESS_000000400,CUSTOMER_000000400,BUILDING_002,B402,440015
ADDRESS_000000401,CUSTOMER_000000401,BUILDING_001,A302,440015
ADDRESS_000000402,CUSTOMER_000000402,BUILDING_001,A104,440015
ADDRESS_000000403,CUSTOMER_000000403,BUILDING_009,A502,380009
ADDRESS_000000404,CUSTOMER_000000404,BUILDING_006,A703,440015
ADDRESS_000000405,CUSTOMER_000000405,BUILDING_003,C101,440015
ADDRESS_000000406,CUSTOMER_000000406,BUILDING_010,A201,560066
ADDRESS_000000407,CUSTOMER_000000407,BUILDING_008,A202,411038
ADDRESS_000000408,CUSTOMER_000000408,BUILDING_008,A101,411038
ADDRESS_000000409,CUSTOMER_000000409,BUILDING_003,C201,440015
ADDRESS_000000410,CUSTOMER_000000410,BUILDING_003,C204,440015
ADDRESS_000000411,CUSTOMER_000000411,BUILDING_003,C402,440015
ADDRESS_000000412,CUSTOMER_000000412,BUILDING_008,A301,411038
ADDRESS_000000413,CUSTOMER_000000413,BUILDING_003,C604,440015
ADDRESS_000000414,CUSTOMER_000000414,BUILDING_009,A1004,380009
ADDRESS_000000415,CUSTOMER_000000415,BUILDING_001,A102,440015
ADDRESS_000000416,CUSTOMER_000000416,BUILDING_006,A802,440015
ADDRESS_000000417,CUSTOMER_000000417,BUILDING_007,A1001,440010
ADDRESS_000000418,CUSTOMER_000000418,BUILDING_003,C503,440015
ADDRESS_000000419,CUSTOMER_000000419,BUILDING_005,B604,440015
ADDRESS_000000420,CUSTOMER_000000420,BUILDING_010,A401,560066
ADDRESS_000000421,CUSTOMER_000000421,BUILDING_008,A501,411038
ADDRESS_000000422,CUSTOMER_000000422,BUILDING_001,A502,440015
ADDRESS_000000423,CUSTOMER_000000423,BUILDING_009,A1002,380009
ADDRESS_000000424,CUSTOMER_000000424,BUILDING_004,A101,440015
ADDRESS_000000425,CUSTOMER_000000425,BUILDING_006,A704,440015
ADDRESS_000000426,CUSTOMER_000000426,BUILDING_002,B501,440015
ADDRESS_000000427,CUSTOMER_000000427,BUILDING_005,B401,440015
ADDRESS_000000428,CUSTOMER_000000428,BUILDING_004,A504,440015
ADDRESS_000000429,CUSTOMER_000000429,BUILDING_007,A403,440010
ADDRESS_000000430,CUSTOMER_000000430,BUILDING_003,C203,440015
ADDRESS_000000431,CUSTOMER_000000431,BUILDING_009,A1001,380009
ADDRESS_000000432,CUSTOMER_000000432,BUILDING_007,A204,440010
ADDRESS_000000433,CUSTOMER_000000433,BUILDING_007,A1102,440010
ADDRESS_000000434,CUSTOMER_000000434,BUILDING_008,A701,411038
ADDRESS_000000435,CUSTOMER_000000435,BUILDING_010,A1202,560066
ADDRESS_000000436,CUSTOMER_000000436,BUILDING_006,A401,440015
ADDRESS_000000437,CUSTOMER_000000437,BUILDING_006,A701,440015
ADDRESS_000000438,CUSTOMER_000000438,BUILDING_002,B804,440015
ADDRESS_000000439,CUSTOMER_000000439,BUILDING_003,C101,440015
ADDRESS_000000440,CUSTOMER_000000440,BUILDING_002,B104,440015
ADDRESS_000000441,CUSTOMER_000000441,BUILDING_004,A304,440015
ADDRESS_000000442,CUSTOMER_000000442,BUILDING_003,C304,440015
ADDRESS_000000443,CUSTOMER_000000443,BUILDING_003,C104,440015
ADDRESS_000000444,CUSTOMER_000000444,BUILDING_010,A1301,560066
ADDRESS_000000445,CUSTOMER_000000445,BUILDING_007,A1203,440010
ADDRESS_000000446,CUSTOMER_000000446,BUILDING_004,A202,440015
ADDRESS_000000447,CUSTOMER_000000447,BUILDING_001,A603,440015
ADDRESS_000000448,CUSTOMER_000000448,BUILDING_001,A503,440015
ADDRESS_000000449,CUSTOMER_000000449,BUILDING_007,A202,440010
ADDRESS_000000450,CUSTOMER_000000450,BUILDING_007,A603,440010
ADDRESS_000000451,CUSTOMER_000000451,BUILDING_004,A603,440015
ADDRESS_000000452,CUSTOMER_000000452,BUILDING_006,A103,440015
ADDRESS_000000453,CUSTOMER_000000453,BUILDING_008,A502,411038
ADDRESS_000000454,CUSTOMER_000000454,BUILDING_001,A104,440015
ADDRESS_000000455,CUSTOMER_000000455,BUILDING_010,A503,560066
ADDRESS_000000456,CUSTOMER_000000456,BUILDING_009,A103,380009
ADDRESS_000000457,CUSTOMER_000000457,BUILDING_004,A101,440015
ADDRESS_000000458,CUSTOMER_000000458,BUILDING_008,A801,411038
ADDRESS_000000459,CUSTOMER_000000459,BUILDING_005,B203,440015
ADDRESS_000000460,CUSTOMER_000000460,BUILDING_004,A602,440015
ADDRESS_000000461,CUSTOMER_000000461,BUILDING_007,A1103,440010
ADDRESS_000000462,CUSTOMER_000000462,BUILDING_009,A702,380009
ADDRESS_000000463,CUSTOMER_000000463,BUILDING_006,A704,440015
ADDRESS_000000464,CUSTOMER_000000464,BUILDING_005,B201,440015
ADDRESS_000000465,CUSTOMER_000000465,BUILDING_008,A302,411038
ADDRESS_000000466,CUSTOMER_000000466,BUILDING_001,A304,440015
ADDRESS_000000467,CUSTOMER_000000467,BUILDING_007,A604,440010
ADDRESS_000000468,CUSTOMER_000000468,BUILDING_003,C803,440015
ADDRESS_000000469,CUSTOMER_000000469,BUILDING_009,A103,380009
ADDRESS_000000470,CUSTOMER_000000470,BUILDING_005,B204,440015
ADDRESS_000000471,CUSTOMER_000000471,BUILDING_006,A501,440015
ADDRESS_000000472,CUSTOMER_000000472,BUILDING_008,A301,411038
ADDRESS_000000473,CUSTOMER_000000473,BUILDING_002,B701,440015
ADDRESS_000000474,CUSTOMER_000000474,BUILDING_009,A802,380009
ADDRESS_000000475,CUSTOMER_000000475,BUILDING_003,C201,440015
ADDRESS_000000476,CUSTOMER_000000476,BUILDING_004,A201,440015
ADDRESS_000000477,CUSTOMER_000000477,BUILDING_004,A604,440015
ADDRESS_000000478,CUSTOMER_000000478,BUILDING_001,A504,440015
ADDRESS_000000479,CUSTOMER_000000479,BUILDING_001,A704,440015
ADDRESS_000000480,CUSTOMER_000000480,BUILDING_010,A303,560066
ADDRESS_000000481,CUSTOMER_000000481,BUILDING_009,A603,380009
ADDRESS_000000482,CUSTOMER_000000482,BUILDING_004,A301,440015
ADDRESS_000000483,CUSTOMER_000000483,BUILDING_008,A803,411038
ADDRESS_000000484,CUSTOMER_000000484,BUILDING_004,A404,440015
ADDRESS_000000485,CUSTOMER_000000485,BUILDING_001,A303,440015
ADDRESS_000000486,CUSTOMER_000000486,BUILDING_001,A403,440015
ADDRESS_000000487,CUSTOMER_000000487,BUILDING_003,C104,440015
ADDRESS_000000488,CUSTOMER_000000488,BUILDING_007,A303,440010
ADDRESS_000000489,CUSTOMER_000000489,BUILDING_006,A303,440015
ADDRESS_000000490,CUSTOMER_000000490,BUILDING_006,A803,440015
ADDRESS_000000491,CUSTOMER_000000491,BUILDING_001,A604,440015
ADDRESS_000000492,CUSTOMER_000000492,BUILDING_001,A802,440015
ADDRESS_000000493,CUSTOMER_000000493,BUILDING_006,A103,440015
ADDRESS_000000494,CUSTOMER_000000494,BUILDING_005,B604,440015
ADDRESS_000000495,CUSTOMER_000000495,BUILDING_003,C201,440015
ADDRESS_000000496,CUSTOMER_000000496,BUILDING_010,A504,560066
ADDRESS_000000497,CUSTOMER_000000497,BUILDING_008,A803,411038
ADDRESS_000000498,CUSTOMER_000000498,BUILDING_007,A1102,440010
ADDRESS_000000499,CUSTOMER_000000499,BUILDING_002,B503,440015
ADDRESS_000000500,CUSTOMER_000000500,BUILDING_003,C304,440015
ADDRESS_000000501,CUSTOMER_000000501,BUILDING_005,B503,440015
ADDRESS_000000502,CUSTOMER_000000502,BUILDING_010,A1204,560066
ADDRESS_000000503,CUSTOMER_000000503,BUILDING_009,A803,380009
ADDRESS_000000504,CUSTOMER_000000504,BUILDING_008,A302,411038
ADDRESS_000000505,CUSTOMER_000000505,BUILDING_004,A602,440015
ADDRESS_000000506,CUSTOMER_000000506,BUILDING_005,B201,440015
ADDRESS_000000507,CUSTOMER_000000507,BUILDING_006,A302,440015
ADDRESS_000000508,CUSTOMER_000000508,BUILDING_002,B402,440015
ADDRESS_000000509,CUSTOMER_000000509,BUILDING_010,A1304,560066
ADDRESS_000000510,CUSTOMER_000000510,BUILDING_007,A704,440010
ADDRESS_000000511,CUSTOMER_000000511,BUILDING_001,A704,440015
ADDRESS_000000512,CUSTOMER_000000512,BUILDING_008,A501,411038
ADDRESS_000000513,CUSTOMER_000000513,BUILDING_009,A804,380009
ADDRESS_000000514,CUSTOMER_000000514,BUILDING_003,C202,440015
ADDRESS_000000515,CUSTOMER_000000515,BUILDING_009,A602,380009
ADDRESS_000000516,CUSTOMER_000000516,BUILDING_004,A303,440015
ADDRESS_000000517,CUSTOMER_000000517,BUILDING_003,C401,440015
ADDRESS_000000518,CUSTOMER_000000518,BUILDING_010,A603,560066
ADDRESS_000000519,CUSTOMER_000000519,BUILDING_010,A103,560066
ADDRESS_000000520,CUSTOMER_000000520,BUILDING_007,A1002,440010
ADDRESS_000000521,CUSTOMER_000000521,BUILDING_005,B302,440015
ADDRESS_000000522,CUSTOMER_000000522,BUILDING_002,B703,440015
ADDRESS_000000523,CUSTOMER_000000523,BUILDING_002,B804,440015
ADDRESS_000000524,CUSTOMER_000000524,BUILDING_006,A601,440015
ADDRESS_000000525,CUSTOMER_000000525,BUILDING_005,B102,440015
ADDRESS_000000526,CUSTOMER_000000526,BUILDING_001,A604,440015
ADDRESS_000000527,CUSTOMER_000000527,BUILDING_008,A303,411038
ADDRESS_000000528,CUSTOMER_000000528,BUILDING_010,A303,560066
ADDRESS_000000529,CUSTOMER_000000529,BUILDING_004,A102,440015
ADDRESS_000000530,CUSTOMER_000000530,BUILDING_010,A202,560066
ADDRESS_000000531,CUSTOMER_000000531,BUILDING_006,A802,440015
ADDRESS_000000532,CUSTOMER_000000532,BUILDING_008,A502,411038
ADDRESS_000000533,CUSTOMER_000000533,BUILDING_010,A603,560066
ADDRESS_000000534,CUSTOMER_000000534,BUILDING_001,A401,440015
ADDRESS_000000535,CUSTOMER_000000535,BUILDING_007,A901,440010
ADDRESS_000000536,CUSTOMER_000000536,BUILDING_002,B803,440015
ADDRESS_000000537,CUSTOMER_000000537,BUILDING_008,A403,411038
ADDRESS_000000538,CUSTOMER_000000538,BUILDING_009,A801,380009
ADDRESS_000000539,CUSTOMER_000000539,BUILDING_010,A701,560066
ADDRESS_000000540,CUSTOMER_000000540,BUILDING_002,B203,440015
ADDRESS_000000541,CUSTOMER_000000541,BUILDING_003,C402,440015
ADDRESS_000000542,CUSTOMER_000000542,BUILDING_001,A601,440015
ADDRESS_000000543,CUSTOMER_000000543,BUILDING_009,A803,380009
ADDRESS_000000544,CUSTOMER_000000544,BUILDING_002,B502,440015
ADDRESS_000000545,CUSTOMER_000000545,BUILDING_006,A1004,440015
ADDRESS_000000546,CUSTOMER_000000546,BUILDING_008,A804,411038
ADDRESS_000000547,CUSTOMER_000000547,BUILDING_009,A702,380009
ADDRESS_000000548,CUSTOMER_000000548,BUILDING_004,A303,440015
ADDRESS_000000549,CUSTOMER_000000549,BUILDING_001,A301,440015
ADDRESS_000000550,CUSTOMER_000000550,BUILDING_009,A901,380009
ADDRESS_000000551,CUSTOMER_000000551,BUILDING_005,B503,440015
ADDRESS_000000552,CUSTOMER_000000552,BUILDING_009,A701,380009
ADDRESS_000000553,CUSTOMER_000000553,BUILDING_010,A1001,560066
ADDRESS_000000554,CUSTOMER_000000554,BUILDING_004,A203,440015
ADDRESS_000000555,CUSTOMER_000000555,BUILDING_007,A103,440010
ADDRESS_000000556,CUSTOMER_000000556,BUILDING_001,A104,440015
ADDRESS_000000557,CUSTOMER_000000557,BUILDING_004,A503,440015
ADDRESS_000000558,CUSTOMER_000000558,BUILDING_008,A301,411038
ADDRESS_000000559,CUSTOMER_000000559,BUILDING_005,B601,440015
ADDRESS_000000560,CUSTOMER_000000560,BUILDING_001,A202,440015
ADDRESS_000000561,CUSTOMER_000000561,BUILDING_006,A1001,440015
ADDRESS_000000562,CUSTOMER_000000562,BUILDING_005,B103,440015
ADDRESS_000000563,CUSTOMER_000000563,BUILDING_009,A102,380009
ADDRESS_000000564,CUSTOMER_000000564,BUILDING_002,B703,440015
ADDRESS_000000565,CUSTOMER_000000565,BUILDING_010,A804,560066
ADDRESS_000000566,CUSTOMER_000000566,BUILDING_004,A603,440015
ADDRESS_000000567,CUSTOMER_000000567,BUILDING_008,A102,411038
ADDRESS_000000568,CUSTOMER_000000568,BUILDING_006,A901,440015
ADDRESS_000000569,CUSTOMER_000000569,BUILDING_008,A403,411038
ADDRESS_000000570,CUSTOMER_000000570,BUILDING_002,B503,440015
ADDRESS_000000571,CUSTOMER_000000571,BUILDING_007,A1003,440010
ADDRESS_000000572,CUSTOMER_000000572,BUILDING_002,B404,440015
ADDRESS_000000573,CUSTOMER_000000573,BUILDING_010,A703,560066
ADDRESS_000000574,CUSTOMER_000000574,BUILDING_007,A103,440010
ADDRESS_000000575,CUSTOMER_000000575,BUILDING_007,A704,440010
ADDRESS_000000576,CUSTOMER_000000576,BUILDING_003,C802,440015
ADDRESS_000000577,CUSTOMER_000000577,BUILDING_010,A1003,560066
ADDRESS_000000578,CUSTOMER_000000578,BUILDING_003,C502,440015
ADDRESS_000000579,CUSTOMER_000000579,BUILDING_002,B803,440015
ADDRESS_000000580,CUSTOMER_000000580,BUILDING_001,A604,440015
ADDRESS_000000581,CUSTOMER_000000581,BUILDING_008,A703,411038
ADDRESS_000000582,CUSTOMER_000000582,BUILDING_006,A804,440015
ADDRESS_000000583,CUSTOMER_000000583,BUILDING_008,A804,411038
ADDRESS_000000584,CUSTOMER_000000584,BUILDING_001,A302,440015
ADDRESS_000000585,CUSTOMER_000000585,BUILDING_010,A301,560066
ADDRESS_000000586,CUSTOMER_000000586,BUILDING_008,A201,411038
ADDRESS_000000587,CUSTOMER_000000587,BUILDING_002,B803,440015
ADDRESS_000000588,CUSTOMER_000000588,BUILDING_007,A204,440010
ADDRESS_000000589,CUSTOMER_000000589,BUILDING_003,C702,440015
ADDRESS_000000590,CUSTOMER_000000590,BUILDING_010,A302,560066
ADDRESS_000000591,CUSTOMER_000000591,BUILDING_005,B502,440015
ADDRESS_000000592,CUSTOMER_000000592,BUILDING_010,A302,560066
ADDRESS_000000593,CUSTOMER_000000593,BUILDING_003,C604,440015
ADDRESS_000000594,CUSTOMER_000000594,BUILDING_005,B601,440015
ADDRESS_000000595,CUSTOMER_000000595,BUILDING_002,B401,440015
ADDRESS_000000596,CUSTOMER_000000596,BUILDING_003,C804,440015
ADDRESS_000000597,CUSTOMER_000000597,BUILDING_008,A104,411038
ADDRESS_000000598,CUSTOMER_000000598,BUILDING_005,B103,440015
ADDRESS_000000599,CUSTOMER_000000599,BUILDING_002,B801,440015
ADDRESS_000000600,CUSTOMER_000000600,BUILDING_007,A603,440010
ADDRESS_000000601,CUSTOMER_000000601,BUILDING_001,A403,440015
ADDRESS_000000602,CUSTOMER_000000602,BUILDING_005,B501,440015
ADDRESS_000000603,CUSTOMER_000000603,BUILDING_002,B102,440015
ADDRESS_000000604,CUSTOMER_000000604,BUILDING_006,A801,440015
ADDRESS_000000605,CUSTOMER_000000605,BUILDING_005,B502,440015
ADDRESS_000000606,CUSTOMER_000000606,BUILDING_001,A104,440015
ADDRESS_000000607,CUSTOMER_000000607,BUILDING_008,A801,411038
ADDRESS_000000608,CUSTOMER_000000608,BUILDING_003,C402,440015
ADDRESS_000000609,CUSTOMER_000000609,BUILDING_004,A404,440015
ADDRESS_000000610,CUSTOMER_000000610,BUILDING_003,C304,440015
ADDRESS_000000611,CUSTOMER_000000611,BUILDING_004,A601,440015
ADDRESS_000000612,CUSTOMER_000000612,BUILDING_008,A404,411038
ADDRESS_000000613,CUSTOMER_000000613,BUILDING_008,A101,411038
ADDRESS_000000614,CUSTOMER_000000614,BUILDING_003,C602,440015
ADDRESS_000000615,CUSTOMER_000000615,BUILDING_010,A903,560066
ADDRESS_000000616,CUSTOMER_000000616,BUILDING_007,A101,440010
ADDRESS_000000617,CUSTOMER_000000617,BUILDING_006,A403,440015
ADDRESS_000000618,CUSTOMER_000000618,BUILDING_003,C202,440015
ADDRESS_000000619,CUSTOMER_000000619,BUILDING_003,C704,440015
ADDRESS_000000620,CUSTOMER_000000620,BUILDING_001,A501,440015
ADDRESS_000000621,CUSTOMER_000000621,BUILDING_007,A903,440010
ADDRESS_000000622,CUSTOMER_000000622,BUILDING_004,A602,440015
ADDRESS_000000623,CUSTOMER_000000623,BUILDING_006,A302,440015
ADDRESS_000000624,CUSTOMER_000000624,BUILDING_010,A203,560066
ADDRESS_000000625,CUSTOMER_000000625,BUILDING_010,A1402,560066
ADDRESS_000000626,CUSTOMER_000000626,BUILDING_005,B104,440015
ADDRESS_000000627,CUSTOMER_000000627,BUILDING_002,B604,440015
ADDRESS_000000628,CUSTOMER_000000628,BUILDING_008,A104,411038
ADDRESS_000000629,CUSTOMER_000000629,BUILDING_010,A601,560066
ADDRESS_000000630,CUSTOMER_000000630,BUILDING_004,A501,440015
ADDRESS_000000631,CUSTOMER_000000631,BUILDING_003,C601,440015
ADDRESS_000000632,CUSTOMER_000000632,BUILDING_010,A901,560066
ADDRESS_000000633,CUSTOMER_000000633,BUILDING_005,B101,440015
ADDRESS_000000634,CUSTOMER_000000634,BUILDING_002,B803,440015
ADDRESS_000000635,CUSTOMER_000000635,BUILDING_005,B404,440015
ADDRESS_000000636,CUSTOMER_000000636,BUILDING_003,C501,440015
ADDRESS_000000637,CUSTOMER_000000637,BUILDING_004,A602,440015
ADDRESS_000000638,CUSTOMER_000000638,BUILDING_010,A1101,560066
ADDRESS_000000639,CUSTOMER_000000639,BUILDING_003,C502,440015
ADDRESS_000000640,CUSTOMER_000000640,BUILDING_003,C501,440015
ADDRESS_000000641,CUSTOMER_000000641,BUILDING_002,B803,440015
ADDRESS_000000642,CUSTOMER_000000642,BUILDING_005,B103,440015
ADDRESS_000000643,CUSTOMER_000000643,BUILDING_009,A903,380009
ADDRESS_000000644,CUSTOMER_000000644,BUILDING_005,B504,440015
ADDRESS_000000645,CUSTOMER_000000645,BUILDING_005,B602,440015
ADDRESS_000000646,CUSTOMER_000000646,BUILDING_005,B603,440015
ADDRESS_000000647,CUSTOMER_000000647,BUILDING_008,A601,411038
ADDRESS_000000648,CUSTOMER_000000648,BUILDING_002,B403,440015
ADDRESS_000000649,CUSTOMER_000000649,BUILDING_005,B203,440015
ADDRESS_000000650,CUSTOMER_000000650,BUILDING_006,A202,440015
ADDRESS_000000651,CUSTOMER_000000651,BUILDING_005,B501,440015
ADDRESS_000000652,CUSTOMER_000000652,BUILDING_010,A1104,560066
ADDRESS_000000653,CUSTOMER_000000653,BUILDING_010,A1003,560066
ADDRESS_000000654,CUSTOMER_000000654,BUILDING_008,A802,411038
ADDRESS_000000655,CUSTOMER_000000655,BUILDING_003,C501,440015
ADDRESS_000000656,CUSTOMER_000000656,BUILDING_002,B201,440015
ADDRESS_000000657,CUSTOMER_000000657,BUILDING_010,A102,560066
ADDRESS_000000658,CUSTOMER_000000658,BUILDING_005,B201,440015
ADDRESS_000000659,CUSTOMER_000000659,BUILDING_005,B201,440015
ADDRESS_000000660,CUSTOMER_000000660,BUILDING_005,B303,440015
ADDRESS_000000661,CUSTOMER_000000661,BUILDING_001,A503,440015
ADDRESS_000000662,CUSTOMER_000000662,BUILDING_006,A702,440015
ADDRESS_000000663,CUSTOMER_000000663,BUILDING_010,A103,560066
ADDRESS_000000664,CUSTOMER_000000664,BUILDING_004,A504,440015
ADDRESS_000000665,CUSTOMER_000000665,BUILDING_002,B103,440015
ADDRESS_000000666,CUSTOMER_000000666,BUILDING_004,A204,440015
ADDRESS_000000667,CUSTOMER_000000667,BUILDING_005,B101,440015
ADDRESS_000000668,CUSTOMER_000000668,BUILDING_009,A402,380009
ADDRESS_000000669,CUSTOMER_000000669,BUILDING_002,B203,440015
ADDRESS_000000670,CUSTOMER_000000670,BUILDING_005,B203,440015
ADDRESS_000000671,CUSTOMER_000000671,BUILDING_003,C303,440015
ADDRESS_000000672,CUSTOMER_000000672,BUILDING_004,A504,440015
ADDRESS_000000673,CUSTOMER_000000673,BUILDING_001,A203,440015
ADDRESS_000000674,CUSTOMER_000000674,BUILDING_010,A1403,560066
ADDRESS_000000675,CUSTOMER_000000675,BUILDING_009,A401,380009
ADDRESS_000000676,CUSTOMER_000000676,BUILDING_003,C203,440015
ADDRESS_000000677,CUSTOMER_000000677,BUILDING_002,B302,440015
ADDRESS_000000678,CUSTOMER_000000678,BUILDING_003,C804,440015
ADDRESS_000000679,CUSTOMER_000000679,BUILDING_008,A401,411038
ADDRESS_000000680,CUSTOMER_000000680,BUILDING_001,A201,440015
ADDRESS_000000681,CUSTOMER_000000681,BUILDING_001,A202,440015
ADDRESS_000000682,CUSTOMER_000000682,BUILDING_006,A701,440015
ADDRESS_000000683,CUSTOMER_000000683,BUILDING_003,C602,440015
ADDRESS_000000684,CUSTOMER_000000684,BUILDING_004,A303,440015
ADDRESS_000000685,CUSTOMER_000000685,BUILDING_008,A601,411038
ADDRESS_000000686,CUSTOMER_000000686,BUILDING_010,A303,560066
ADDRESS_000000687,CUSTOMER_000000687,BUILDING_001,A101,440015
ADDRESS_000000688,CUSTOMER_000000688,BUILDING_003,C704,440015
ADDRESS_000000689,CUSTOMER_000000689,BUILDING_001,A402,440015
ADDRESS_000000690,CUSTOMER_000000690,BUILDING_010,A1104,560066
ADDRESS_000000691,CUSTOMER_000000691,BUILDING_005,B603,440015
ADDRESS_000000692,CUSTOMER_000000692,BUILDING_008,A704,411038
ADDRESS_000000693,CUSTOMER_000000693,BUILDING_010,A1304,560066
ADDRESS_000000694,CUSTOMER_000000694,BUILDING_004,A501,440015
ADDRESS_000000695,CUSTOMER_000000695,BUILDING_006,A804,440015
ADDRESS_000000696,CUSTOMER_000000696,BUILDING_008,A502,411038
ADDRESS_000000697,CUSTOMER_000000697,BUILDING_010,A1504,560066
ADDRESS_000000698,CUSTOMER_000000698,BUILDING_006,A802,440015
ADDRESS_000000699,CUSTOMER_000000699,BUILDING_009,A102,380009
ADDRESS_000000700,CUSTOMER_000000700,BUILDING_005,B601,440015
ADDRESS_000000701,CUSTOMER_000000701,BUILDING_008,A601,411038
ADDRESS_000000702,CUSTOMER_000000702,BUILDING_005,B501,440015
ADDRESS_000000703,CUSTOMER_000000703,BUILDING_007,A302,440010
ADDRESS_000000704,CUSTOMER_000000704,BUILDING_002,B104,440015
ADDRESS_000000705,CUSTOMER_000000705,BUILDING_009,A303,380009
ADDRESS_000000706,CUSTOMER_000000706,BUILDING_006,A902,440015
ADDRESS_000000707,CUSTOMER_000000707,BUILDING_007,A603,440010
ADDRESS_000000708,CUSTOMER_000000708,BUILDING_002,B402,440015
ADDRESS_000000709,CUSTOMER_000000709,BUILDING_008,A503,411038
ADDRESS_000000710,CUSTOMER_000000710,BUILDING_002,B802,440015
ADDRESS_000000711,CUSTOMER_000000711,BUILDING_001,A504,440015
ADDRESS_000000712,CUSTOMER_000000712,BUILDING_010,A1301,560066
ADDRESS_000000713,CUSTOMER_000000713,BUILDING_008,A701,411038
ADDRESS_000000714,CUSTOMER_000000714,BUILDING_007,A501,440010
ADDRESS_000000715,CUSTOMER_000000715,BUILDING_010,A501,560066
ADDRESS_000000716,CUSTOMER_000000716,BUILDING_001,A302,440015
ADDRESS_000000717,CUSTOMER_000000717,BUILDING_010,A603,560066
ADDRESS_000000718,CUSTOMER_000000718,BUILDING_002,B203,440015
ADDRESS_000000719,CUSTOMER_000000719,BUILDING_004,A202,440015
ADDRESS_000000720,CUSTOMER_000000720,BUILDING_005,B401,440015
ADDRESS_000000721,CUSTOMER_000000721,BUILDING_007,A403,440010
ADDRESS_000000722,CUSTOMER_000000722,BUILDING_010,A101,560066
ADDRESS_000000723,CUSTOMER_000000723,BUILDING_009,A202,380009
ADDRESS_000000724,CUSTOMER_000000724,BUILDING_006,A604,440015
ADDRESS_000000725,CUSTOMER_000000725,BUILDING_005,B604,440015
ADDRESS_000000726,CUSTOMER_000000726,BUILDING_004,A501,440015
ADDRESS_000000727,CUSTOMER_000000727,BUILDING_010,A501,560066
ADDRESS_000000728,CUSTOMER_000000728,BUILDING_004,A101,440015
ADDRESS_000000729,CUSTOMER_000000729,BUILDING_008,A301,411038
ADDRESS_000000730,CUSTOMER_000000730,BUILDING_010,A1203,560066
ADDRESS_000000731,CUSTOMER_000000731,BUILDING_003,C303,440015
ADDRESS_000000732,CUSTOMER_000000732,BUILDING_002,B102,440015
ADDRESS_000000733,CUSTOMER_000000733,BUILDING_003,C304,440015
ADDRESS_000000734,CUSTOMER_000000734,BUILDING_004,A303,440015
ADDRESS_000000735,CUSTOMER_000000735,BUILDING_009,A604,380009
ADDRESS_000000736,CUSTOMER_000000736,BUILDING_001,A203,440015
ADDRESS_000000737,CUSTOMER_000000737,BUILDING_008,A503,411038
ADDRESS_000000738,CUSTOMER_000000738,BUILDING_002,B104,440015
ADDRESS_000000739,CUSTOMER_000000739,BUILDING_007,A602,440010
ADDRESS_000000740,CUSTOMER_000000740,BUILDING_004,A201,440015
ADDRESS_000000741,CUSTOMER_000000741,BUILDING_009,A304,380009
ADDRESS_000000742,CUSTOMER_000000742,BUILDING_003,C301,440015
ADDRESS_000000743,CUSTOMER_000000743,BUILDING_010,A1102,560066
ADDRESS_000000744,CUSTOMER_000000744,BUILDING_004,A301,440015
ADDRESS_000000745,CUSTOMER_000000745,BUILDING_009,A102,380009
ADDRESS_000000746,CUSTOMER_000000746,BUILDING_009,A303,380009
ADDRESS_000000747,CUSTOMER_000000747,BUILDING_010,A503,560066
ADDRESS_000000748,CUSTOMER_000000748,BUILDING_003,C301,440015
ADDRESS_000000749,CUSTOMER_000000749,BUILDING_007,A102,440010
ADDRESS_000000750,CUSTOMER_000000750,BUILDING_002,B802,440015
ADDRESS_000000751,CUSTOMER_000000751,BUILDING_001,A603,440015
ADDRESS_000000752,CUSTOMER_000000752,BUILDING_007,A404,440010
