id,order_id,shipment_status,shipped_date,delivered_date
ORDER_000001364_SHIPMENT,ORDER_000001364,DELIVERED,2026-05-11T10:37:48,2026-05-13T00:37:48
ORDER_000001365_SHIPMENT,ORDER_000001365,IN_TRANSIT,2026-12-03T13:53:38,
ORDER_000001366_SHIPMENT,ORDER_000001366,PROCESSING,,
ORDER_000001367_SHIPMENT,ORDER_000001367,PROCESSING,,
ORDER_000001368_SHIPMENT,ORDER_000001368,DELIVERED,2026-12-24T06:13:32,2026-12-25T00:13:32
ORDER_000001369_SHIPMENT,ORDER_000001369,PROCESSING,,
ORDER_000001370_SHIPMENT,ORDER_000001370,PROCESSING,,
ORDER_000001371_SHIPMENT,ORDER_000001371,DELIVERED,2026-04-29T06:51:23,2026-05-04T13:51:23
ORDER_000001372_SHIPMENT,ORDER_000001372,DELIVERED,2026-08-05T12:35:59,2026-08-11T04:35:59
ORDER_000001373_SHIPMENT,ORDER_000001373,DELIVERED,2026-10-04T13:22:41,2026-10-11T13:22:41
ORDER_000001374_SHIPMENT,ORDER_000001374,DELIVERED,2026-02-11T06:16:46,2026-02-15T02:16:46
ORDER_000001375_SHIPMENT,ORDER_000001375,DELIVERED,2026-04-25T21:52:12,2026-04-30T18:52:12
ORDER_000001376_SHIPMENT,ORDER_000001376,DELIVERED,2026-12-07T09:38:01,2026-12-09T12:38:01
ORDER_000001377_SHIPMENT,ORDER_000001377,DELIVERED,2026-09-13T09:55:21,2026-09-14T13:55:21
ORDER_000001378_SHIPMENT,ORDER_000001378,PROCESSING,,
ORDER_000001379_SHIPMENT,ORDER_000001379,DELIVERED,2026-02-04T23:27:01,2026-02-09T15:27:01
ORDER_000001380_SHIPMENT,ORDER_000001380,PROCESSING,,
ORDER_000001381_SHIPMENT,ORDER_000001381,DELIVERED,2026-12-31T17:24:45,2027-01-03T06:24:45
ORDER_000001382_SHIPMENT,ORDER_000001382,DELIVERED,2026-08-30T18:31:19,2026-09-03T14:31:19
ORDER_000001383_SHIPMENT,ORDER_000001383,DELIVERED,2026-09-30T04:29:34,2026-10-06T00:29:34
ORDER_000001384_SHIPMENT,ORDER_000001384,PROCESSING,,
ORDER_000001385_SHIPMENT,ORDER_000001385,PROCESSING,,
ORDER_000001386_SHIPMENT,ORDER_000001386,IN_TRANSIT,2026-04-15T19:04:28,
ORDER_000001387_SHIPMENT,ORDER_000001387,PROCESSING,,
ORDER_000001388_SHIPMENT,ORDER_000001388,PROCESSING,,
ORDER_000001389_SHIPMENT,ORDER_000001389,DELIVERED,2026-09-09T04:16:38,2026-09-12T13:16:38
ORDER_000001390_SHIPMENT,ORDER_000001390,DELIVERED,2026-01-27T05:51:28,2026-01-31T16:51:28
ORDER_000001391_SHIPMENT,ORDER_000001391,PROCESSING,,
ORDER_000001392_SHIPMENT,ORDER_000001392,DELIVERED,2026-12-30T17:06:45,2027-01-02T16:06:45
ORDER_000001393_SHIPMENT,ORDER_000001393,PROCESSING,,
ORDER_000001394_SHIPMENT,ORDER_000001394,DELIVERED,2026-05-09T04:24:40,2026-05-12T11:24:40
ORDER_000001395_SHIPMENT,ORDER_000001395,IN_TRANSIT,2026-08-30T18:11:38,
ORDER_000001396_SHIPMENT,ORDER_000001396,PROCESSING,,
ORDER_000001397_SHIPMENT,ORDER_000001397,DELIVERED,2026-08-26T04:20:56,2026-08-27T18:20:56
ORDER_000001398_SHIPMENT,ORDER_000001398,IN_TRANSIT,2026-03-15T08:32:35,
ORDER_000001399_SHIPMENT,ORDER_000001399,DELIVERED,2026-02-01T19:57:20,2026-02-05T21:57:20
ORDER_000001400_SHIPMENT,ORDER_000001400,DELIVERED,2027-01-01T17:42:58,2027-01-05T07:42:58
ORDER_000001401_SHIPMENT,ORDER_000001401,DELIVERED,2026-04-30T01:24:53,2026-05-04T19:24:53
ORDER_000001402_SHIPMENT,ORDER_000001402,DELIVERED,2026-05-16T13:19:16,2026-05-21T20:19:16
ORDER_000001403_SHIPMENT,ORDER_000001403,DELIVERED,2026-04-26T07:35:37,2026-04-29T19:35:37
ORDER_000001404_SHIPMENT,ORDER_000001404,DELIVERED,2026-02-16T00:14:53,2026-02-18T14:14:53
ORDER_000001405_SHIPMENT,ORDER_000001405,DELIVERED,2026-05-30T22:16:25,2026-06-02T14:16:25
ORDER_000001406_SHIPMENT,ORDER_000001406,PROCESSING,,
ORDER_000001407_SHIPMENT,ORDER_000001407,DELIVERED,2026-12-09T17:02:19,2026-12-15T14:02:19
ORDER_000001408_SHIPMENT,ORDER_000001408,DELIVERED,2026-10-08T03:01:53,2026-10-14T03:01:53
ORDER_000001409_SHIPMENT,ORDER_000001409,PROCESSING,,
ORDER_000001410_SHIPMENT,ORDER_000001410,DELIVERED,2026-05-13T00:56,2026-05-19T11:56
ORDER_000001411_SHIPMENT,ORDER_000001411,IN_TRANSIT,2026-10-10T20:33:43,
ORDER_000001412_SHIPMENT,ORDER_000001412,IN_TRANSIT,2026-09-23T01:39:05,
ORDER_000001413_SHIPMENT,ORDER_000001413,DELIVERED,2026-01-23T16:12:59,2026-01-30T05:12:59
ORDER_000001414_SHIPMENT,ORDER_000001414,DELIVERED,2026-10-30T09:07:07,2026-11-02T04:07:07
ORDER_000001415_SHIPMENT,ORDER_000001415,DELIVERED,2026-01-15T12:04:19,2026-01-21T14:04:19
ORDER_000001416_SHIPMENT,ORDER_000001416,IN_TRANSIT,2026-09-14T12:29:01,
ORDER_000001417_SHIPMENT,ORDER_000001417,PROCESSING,,
ORDER_000001418_SHIPMENT,ORDER_000001418,DELIVERED,2026-04-27T13:12:08,2026-05-02T16:12:08
ORDER_000001419_SHIPMENT,ORDER_000001419,DELIVERED,2026-12-27T19:34:26,2027-01-01T12:34:26
ORDER_000001420_SHIPMENT,ORDER_000001420,PROCESSING,,
ORDER_000001421_SHIPMENT,ORDER_000001421,DELIVERED,2026-06-23T13:09:41,2026-06-28T03:09:41
ORDER_000001422_SHIPMENT,ORDER_000001422,IN_TRANSIT,2026-05-08T05:38:19,
ORDER_000001423_SHIPMENT,ORDER_000001423,DELIVERED,2026-06-19T03:21:34,2026-06-22T01:21:34
ORDER_000001424_SHIPMENT,ORDER_000001424,DELIVERED,2026-08-29T03:15:52,2026-08-29T17:15:52
ORDER_000001425_SHIPMENT,ORDER_000001425,DELIVERED,2026-04-07T22:27:01,2026-04-09T04:27:01
ORDER_000001426_SHIPMENT,ORDER_000001426,DELIVERED,2026-06-12T14:03:18,2026-06-19T11:03:18
ORDER_000001427_SHIPMENT,ORDER_000001427,DELIVERED,2026-08-20T19:22:04,2026-08-27T04:22:04
ORDER_000001428_SHIPMENT,ORDER_000001428,DELIVERED,2026-06-22T14:44:23,2026-06-28T23:44:23
ORDER_000001429_SHIPMENT,ORDER_000001429,IN_TRANSIT,2026-04-05T00:18:05,
ORDER_000001430_SHIPMENT,ORDER_000001430,DELIVERED,2026-10-10T23:09:23,2026-10-12T13:09:23
ORDER_000001431_SHIPMENT,ORDER_000001431,DELIVERED,2026-07-11T20:52:14,2026-07-13T20:52:14
ORDER_000001432_SHIPMENT,ORDER_000001432,DELIVERED,2026-04-13T20:23:52,2026-04-17T07:23:52
ORDER_000001433_SHIPMENT,ORDER_000001433,PROCESSING,,
ORDER_000001434_SHIPMENT,ORDER_000001434,PROCESSING,,
ORDER_000001435_SHIPMENT,ORDER_000001435,IN_TRANSIT,2026-06-26T19:05:08,
ORDER_000001436_SHIPMENT,ORDER_000001436,DELIVERED,2026-09-16T16:17,2026-09-18T18:17
ORDER_000001437_SHIPMENT,ORDER_000001437,DELIVERED,2026-04-14T05:33:35,2026-04-17T10:33:35
ORDER_000001438_SHIPMENT,ORDER_000001438,DELIVERED,2026-05-19T15:00:09,2026-05-23T05:00:09
ORDER_000001439_SHIPMENT,ORDER_000001439,DELIVERED,2026-11-29T03:03:40,2026-11-30T18:03:40
ORDER_000001440_SHIPMENT,ORDER_000001440,DELIVERED,2026-12-16T01:14:29,2026-12-22T14:14:29
ORDER_000001441_SHIPMENT,ORDER_000001441,DELIVERED,2026-03-17T11:20:27,2026-03-24T08:20:27
ORDER_000001442_SHIPMENT,ORDER_000001442,DELIVERED,2026-11-30T19:57:37,2026-12-05T15:57:37
ORDER_000001443_SHIPMENT,ORDER_000001443,PROCESSING,,
ORDER_000001444_SHIPMENT,ORDER_000001444,PROCESSING,,
ORDER_000001445_SHIPMENT,ORDER_000001445,DELIVERED,2026-08-24T05:52:27,2026-08-26T02:52:27
ORDER_000001446_SHIPMENT,ORDER_000001446,IN_TRANSIT,2026-12-05T12:50:38,
ORDER_000001447_SHIPMENT,ORDER_000001447,DELIVERED,2026-12-15T21:54:15,2026-12-21T17:54:15
ORDER_000001448_SHIPMENT,ORDER_000001448,DELIVERED,2026-07-23T07:20:36,2026-07-27T04:20:36
ORDER_000001449_SHIPMENT,ORDER_000001449,DELIVERED,2026-02-02T22:13:54,2026-02-06T16:13:54
ORDER_000001450_SHIPMENT,ORDER_000001450,PROCESSING,,
ORDER_000001451_SHIPMENT,ORDER_000001451,DELIVERED,2026-05-12T08:53:46,2026-05-18T19:53:46
ORDER_000001452_SHIPMENT,ORDER_000001452,IN_TRANSIT,2026-04-27T04:50:52,
ORDER_000001453_SHIPMENT,ORDER_000001453,DELIVERED,2026-07-23T04:53:21,2026-07-28T05:53:21
ORDER_000001454_SHIPMENT,ORDER_000001454,DELIVERED,2026-12-24T06:25:01,2026-12-25T19:25:01
ORDER_000001455_SHIPMENT,ORDER_000001455,DELIVERED,2026-07-24T16:17:15,2026-07-29T03:17:15
ORDER_000001456_SHIPMENT,ORDER_000001456,IN_TRANSIT,2026-01-07T03:11:37,
ORDER_000001457_SHIPMENT,ORDER_000001457,DELIVERED,2026-08-03T04:58:51,2026-08-09T22:58:51
ORDER_000001458_SHIPMENT,ORDER_000001458,IN_TRANSIT,2026-07-09T10:27:02,
ORDER_000001459_SHIPMENT,ORDER_000001459,DELIVERED,2026-02-03T04:23:45,2026-02-07T20:23:45
ORDER_000001460_SHIPMENT,ORDER_000001460,DELIVERED,2026-10-31T09:08,2026-11-05T13:08
ORDER_000001461_SHIPMENT,ORDER_000001461,IN_TRANSIT,2026-04-08T18:07:58,
ORDER_000001462_SHIPMENT,ORDER_000001462,PROCESSING,,
ORDER_000001463_SHIPMENT,ORDER_000001463,DELIVERED,2026-12-19T03:26:17,2026-12-24T22:26:17
ORDER_000001464_SHIPMENT,ORDER_000001464,DELIVERED,2026-05-05T00:45:18,2026-05-07T20:45:18
ORDER_000001465_SHIPMENT,ORDER_000001465,IN_TRANSIT,2026-01-28T01:55:55,
ORDER_000001466_SHIPMENT,ORDER_000001466,DELIVERED,2026-01-17T04:41:49,2026-01-19T12:41:49
ORDER_000001467_SHIPMENT,ORDER_000001467,DELIVERED,2026-01-29T02:12:46,2026-01-31T07:12:46
ORDER_000001468_SHIPMENT,ORDER_000001468,PROCESSING,,
ORDER_000001469_SHIPMENT,ORDER_000001469,IN_TRANSIT,2026-03-22T07:01:14,
ORDER_000001470_SHIPMENT,ORDER_000001470,IN_TRANSIT,2026-04-28T02:48:41,
ORDER_000001471_SHIPMENT,ORDER_000001471,IN_TRANSIT,2026-09-04T00:16:50,
ORDER_000001472_SHIPMENT,ORDER_000001472,DELIVERED,2026-08-06T11:03:22,2026-08-09T13:03:22
ORDER_000001473_SHIPMENT,ORDER_000001473,DELIVERED,2026-08-08T01:30:42,2026-08-09T18:30:42
ORDER_000001474_SHIPMENT,ORDER_000001474,DELIVERED,2026-10-17T01:51:47,2026-10-24T00:51:47
ORDER_000001475_SHIPMENT,ORDER_000001475,DELIVERED,2026-12-28T11:53:48,2026-12-30T09:53:48
ORDER_000001476_SHIPMENT,ORDER_000001476,DELIVERED,2026-04-30T08:16:37,2026-05-04T10:16:37
ORDER_000001477_SHIPMENT,ORDER_000001477,PROCESSING,,
ORDER_000001478_SHIPMENT,ORDER_000001478,DELIVERED,2026-01-17T08:16:42,2026-01-21T15:16:42
ORDER_000001479_SHIPMENT,ORDER_000001479,DELIVERED,2026-05-05T20:38:41,2026-05-10T06:38:41
ORDER_000001480_SHIPMENT,ORDER_000001480,DELIVERED,2026-10-17T08:32:40,2026-10-20T16:32:40
ORDER_000001481_SHIPMENT,ORDER_000001481,DELIVERED,2026-07-28T11:58:43,2026-07-30T22:58:43
ORDER_000001482_SHIPMENT,ORDER_000001482,PROCESSING,,
ORDER_000001483_SHIPMENT,ORDER_000001483,PROCESSING,,
ORDER_000001484_SHIPMENT,ORDER_000001484,PROCESSING,,
ORDER_000001485_SHIPMENT,ORDER_000001485,PROCESSING,,
ORDER_000001486_SHIPMENT,ORDER_000001486,DELIVERED,2026-12-01T20:09:32,2026-12-06T16:09:32
ORDER_000001487_SHIPMENT,ORDER_000001487,DELIVERED,2026-03-05T17:22:49,2026-03-09T14:22:49
ORDER_000001488_SHIPMENT,ORDER_000001488,PROCESSING,,
ORDER_000001489_SHIPMENT,ORDER_000001489,DELIVERED,2026-10-10T03:38:21,2026-10-16T01:38:21
ORDER_000001490_SHIPMENT,ORDER_000001490,IN_TRANSIT,2026-11-27T01:56:50,
ORDER_000001491_SHIPMENT,ORDER_000001491,PROCESSING,,
ORDER_000001492_SHIPMENT,ORDER_000001492,DELIVERED,2026-09-26T03:24:15,2026-09-30T21:24:15
ORDER_000001493_SHIPMENT,ORDER_000001493,DELIVERED,2026-06-06T11:16:28,2026-06-12T18:16:28
ORDER_000001494_SHIPMENT,ORDER_000001494,PROCESSING,,
ORDER_000001495_SHIPMENT,ORDER_000001495,DELIVERED,2026-08-15T17:56:58,2026-08-22T06:56:58
ORDER_000001496_SHIPMENT,ORDER_000001496,PROCESSING,,
ORDER_000001497_SHIPMENT,ORDER_000001497,DELIVERED,2026-05-01T05:43:55,2026-05-01T22:43:55
ORDER_000001498_SHIPMENT,ORDER_000001498,DELIVERED,2026-02-02T10:35:11,2026-02-08T08:35:11
ORDER_000001499_SHIPMENT,ORDER_000001499,IN_TRANSIT,2026-06-20T17:13:14,
ORDER_000001500_SHIPMENT,ORDER_000001500,IN_TRANSIT,2026-03-26T18:16:19,
ORDER_000001501_SHIPMENT,ORDER_000001501,IN_TRANSIT,2026-10-17T23:33:25,
ORDER_000001502_SHIPMENT,ORDER_000001502,DELIVERED,2026-10-05T08:12:24,2026-10-09T15:12:24
ORDER_000001503_SHIPMENT,ORDER_000001503,DELIVERED,2026-06-12T10:08:53,2026-06-16T08:08:53
ORDER_000001504_SHIPMENT,ORDER_000001504,DELIVERED,2026-07-13T18:06:22,2026-07-17T22:06:22
ORDER_000001505_SHIPMENT,ORDER_000001505,DELIVERED,2026-09-28T22:19:02,2026-10-04T20:19:02
ORDER_000001506_SHIPMENT,ORDER_000001506,IN_TRANSIT,2026-03-28T18:07:57,
ORDER_000001507_SHIPMENT,ORDER_000001507,DELIVERED,2026-02-26T15:13:57,2026-02-27T08:13:57
ORDER_000001508_SHIPMENT,ORDER_000001508,DELIVERED,2026-07-10T23:53:15,2026-07-15T22:53:15
ORDER_000001509_SHIPMENT,ORDER_000001509,PROCESSING,,
ORDER_000001510_SHIPMENT,ORDER_000001510,DELIVERED,2026-08-07T12:28:13,2026-08-08T22:28:13
ORDER_000001511_SHIPMENT,ORDER_000001511,PROCESSING,,
ORDER_000001512_SHIPMENT,ORDER_000001512,DELIVERED,2027-01-03T12:00:18,2027-01-08T09:00:18
ORDER_000001513_SHIPMENT,ORDER_000001513,DELIVERED,2026-10-02T16:59:45,2026-10-03T10:59:45
ORDER_000001514_SHIPMENT,ORDER_000001514,PROCESSING,,
ORDER_000001515_SHIPMENT,ORDER_000001515,IN_TRANSIT,2026-03-26T10:24:02,
ORDER_000001516_SHIPMENT,ORDER_000001516,PROCESSING,,
ORDER_000001517_SHIPMENT,ORDER_000001517,DELIVERED,2026-01-22T19:27:04,2026-01-25T00:27:04
ORDER_000001518_SHIPMENT,ORDER_000001518,IN_TRANSIT,2026-01-11T12:30:49,
ORDER_000001519_SHIPMENT,ORDER_000001519,DELIVERED,2026-09-26T21:31:14,2026-10-01T23:31:14
ORDER_000001520_SHIPMENT,ORDER_000001520,PROCESSING,,
ORDER_000001521_SHIPMENT,ORDER_000001521,IN_TRANSIT,2026-04-12T21:10:04,
ORDER_000001522_SHIPMENT,ORDER_000001522,DELIVERED,2026-11-25T02:41:35,2026-11-30T17:41:35
ORDER_000001523_SHIPMENT,ORDER_000001523,DELIVERED,2026-09-04T07:55:42,2026-09-10T23:55:42
ORDER_000001524_SHIPMENT,ORDER_000001524,IN_TRANSIT,2026-05-06T00:08:25,
ORDER_000001525_SHIPMENT,ORDER_000001525,DELIVERED,2026-08-30T04:36:11,2026-08-31T02:36:11
ORDER_000001526_SHIPMENT,ORDER_000001526,DELIVERED,2026-12-07T12:07:50,2026-12-09T20:07:50
ORDER_000001527_SHIPMENT,ORDER_000001527,DELIVERED,2026-01-16T04:07:14,2026-01-22T17:07:14
ORDER_000001528_SHIPMENT,ORDER_000001528,PROCESSING,,
ORDER_000001529_SHIPMENT,ORDER_000001529,DELIVERED,2026-05-18T17:36:23,2026-05-24T11:36:23
ORDER_000001530_SHIPMENT,ORDER_000001530,DELIVERED,2026-02-14T04:35:26,2026-02-20T19:35:26
ORDER_000001531_SHIPMENT,ORDER_000001531,DELIVERED,2026-11-04T10:12:54,2026-11-09T13:12:54
ORDER_000001532_SHIPMENT,ORDER_000001532,IN_TRANSIT,2026-01-05T03:38:04,
ORDER_000001533_SHIPMENT,ORDER_000001533,DELIVERED,2026-07-10T08:43:31,2026-07-12T13:43:31
ORDER_000001534_SHIPMENT,ORDER_000001534,PROCESSING,,
ORDER_000001535_SHIPMENT,ORDER_000001535,PROCESSING,,
ORDER_000001536_SHIPMENT,ORDER_000001536,DELIVERED,2026-08-10T13:35:15,2026-08-12T13:35:15
ORDER_000001537_SHIPMENT,ORDER_000001537,DELIVERED,2026-08-30T00:37:44,2026-08-30T20:37:44
ORDER_000001538_SHIPMENT,ORDER_000001538,IN_TRANSIT,2026-08-16T02:19:10,
ORDER_000001539_SHIPMENT,ORDER_000001539,DELIVERED,2026-10-27T02:02:32,2026-10-29T22:02:32
ORDER_000001540_SHIPMENT,ORDER_000001540,PROCESSING,,
ORDER_000001541_SHIPMENT,ORDER_000001541,PROCESSING,,
ORDER_000001542_SHIPMENT,ORDER_000001542,IN_TRANSIT,2026-12-21T17:27:46,
ORDER_000001543_SHIPMENT,ORDER_000001543,DELIVERED,2026-06-29T07:51:18,2026-06-29T19:51:18
ORDER_000001544_SHIPMENT,ORDER_000001544,DELIVERED,2026-12-11T16:07:17,2026-12-16T19:07:17
ORDER_000001545_SHIPMENT,ORDER_000001545,DELIVERED,2026-01-11T15:57:16,2026-01-15T05:57:16
ORDER_000001546_SHIPMENT,ORDER_000001546,IN_TRANSIT,2026-10-07T13:34:09,
ORDER_000001547_SHIPMENT,ORDER_000001547,PROCESSING,,
ORDER_000001548_SHIPMENT,ORDER_000001548,DELIVERED,2026-06-02T11:03:36,2026-06-07T15:03:36
ORDER_000001549_SHIPMENT,ORDER_000001549,DELIVERED,2026-11-05T06:56:11,2026-11-08T04:56:11
ORDER_000001550_SHIPMENT,ORDER_000001550,DELIVERED,2026-10-19T10:00:19,2026-10-23T21:00:19
ORDER_000001551_SHIPMENT,ORDER_000001551,DELIVERED,2026-03-29T14:38:17,2026-04-03T12:38:17
ORDER_000001552_SHIPMENT,ORDER_000001552,DELIVERED,2026-11-23T12:33:58,2026-11-24T23:33:58
ORDER_000001553_SHIPMENT,ORDER_000001553,DELIVERED,2026-09-05T09:08:26,2026-09-10T19:08:26
ORDER_000001554_SHIPMENT,ORDER_000001554,DELIVERED,2026-08-04T18:17:31,2026-08-08T20:17:31
ORDER_000001555_SHIPMENT,ORDER_000001555,IN_TRANSIT,2026-12-11T19:10:23,
ORDER_000001556_SHIPMENT,ORDER_000001556,PROCESSING,,
ORDER_000001557_SHIPMENT,ORDER_000001557,DELIVERED,2026-07-06T01:39:53,2026-07-10T13:39:53
ORDER_000001558_SHIPMENT,ORDER_000001558,PROCESSING,,
ORDER_000001559_SHIPMENT,ORDER_000001559,PROCESSING,,
ORDER_000001560_SHIPMENT,ORDER_000001560,DELIVERED,2026-12-23T17:47:51,2026-12-29T15:47:51
ORDER_000001561_SHIPMENT,ORDER_000001561,DELIVERED,2026-02-25T16:38:19,2026-02-27T00:38:19
ORDER_000001562_SHIPMENT,ORDER_000001562,DELIVERED,2026-11-09T15:28:30,2026-11-11T11:28:30
ORDER_000001563_SHIPMENT,ORDER_000001563,DELIVERED,2026-01-06T11:21:33,2026-01-09T06:21:33
ORDER_000001564_SHIPMENT,ORDER_000001564,PROCESSING,,
ORDER_000001565_SHIPMENT,ORDER_000001565,DELIVERED,2026-09-28T13:27:45,2026-09-29T21:27:45
ORDER_000001566_SHIPMENT,ORDER_000001566,PROCESSING,,
ORDER_000001567_SHIPMENT,ORDER_000001567,DELIVERED,2026-12-13T02:04:25,2026-12-17T14:04:25
ORDER_000001568_SHIPMENT,ORDER_000001568,DELIVERED,2026-02-02T15:15:11,2026-02-04T11:15:11
ORDER_000001569_SHIPMENT,ORDER_000001569,PROCESSING,,
ORDER_000001570_SHIPMENT,ORDER_000001570,DELIVERED,2026-12-23T01:26:49,2026-12-27T20:26:49
ORDER_000001571_SHIPMENT,ORDER_000001571,DELIVERED,2026-03-01T07:53:27,2026-03-02T20:53:27
ORDER_000001572_SHIPMENT,ORDER_000001572,PROCESSING,,
ORDER_000001573_SHIPMENT,ORDER_000001573,IN_TRANSIT,2026-02-14T05:37:53,
ORDER_000001574_SHIPMENT,ORDER_000001574,DELIVERED,2026-01-19T12:15:08,2026-01-23T07:15:08
ORDER_000001575_SHIPMENT,ORDER_000001575,PROCESSING,,
ORDER_000001576_SHIPMENT,ORDER_000001576,PROCESSING,,
ORDER_000001577_SHIPMENT,ORDER_000001577,DELIVERED,2026-10-02T08:39:17,2026-10-08T00:39:17
ORDER_000001578_SHIPMENT,ORDER_000001578,IN_TRANSIT,2026-06-22T17:12:07,
ORDER_000001579_SHIPMENT,ORDER_000001579,DELIVERED,2026-07-27T12:28:06,2026-07-30T16:28:06
ORDER_000001580_SHIPMENT,ORDER_000001580,DELIVERED,2026-08-14T05:12:32,2026-08-18T23:12:32
ORDER_000001581_SHIPMENT,ORDER_000001581,PROCESSING,,
ORDER_000001582_SHIPMENT,ORDER_000001582,DELIVERED,2026-02-15T03:04:44,2026-02-21T00:04:44
ORDER_000001583_SHIPMENT,ORDER_000001583,PROCESSING,,
ORDER_000001584_SHIPMENT,ORDER_000001584,IN_TRANSIT,2026-09-06T09:15:47,
ORDER_000001585_SHIPMENT,ORDER_000001585,DELIVERED,2026-02-14T22:15:47,2026-02-19T08:15:47
ORDER_000001586_SHIPMENT,ORDER_000001586,DELIVERED,2026-09-01T06:34:10,2026-09-06T18:34:10
ORDER_000001587_SHIPMENT,ORDER_000001587,DELIVERED,2026-04-27T04:53:45,2026-05-04T04:53:45
ORDER_000001588_SHIPMENT,ORDER_000001588,PROCESSING,,
ORDER_000001589_SHIPMENT,ORDER_000001589,IN_TRANSIT,2026-01-05T03:35:50,
ORDER_000001590_SHIPMENT,ORDER_000001590,PROCESSING,,
ORDER_000001591_SHIPMENT,ORDER_000001591,DELIVERED,2026-04-30T00:59:02,2026-04-30T12:59:02
ORDER_000001592_SHIPMENT,ORDER_000001592,IN_TRANSIT,2026-11-15T13:03:59,
ORDER_000001593_SHIPMENT,ORDER_000001593,DELIVERED,2026-06-10T11:20,2026-06-13T08:20
ORDER_000001594_SHIPMENT,ORDER_000001594,DELIVERED,2026-09-25T15:18:38,2026-09-29T04:18:38
ORDER_000001595_SHIPMENT,ORDER_000001595,DELIVERED,2026-10-08T01:41:21,2026-10-10T10:41:21
ORDER_000001596_SHIPMENT,ORDER_000001596,IN_TRANSIT,2026-03-07T22:38:58,
ORDER_000001597_SHIPMENT,ORDER_000001597,DELIVERED,2026-12-20T14:33:49,2026-12-22T07:33:49
ORDER_000001598_SHIPMENT,ORDER_000001598,DELIVERED,2026-02-06T18:16:45,2026-02-09T03:16:45
ORDER_000001599_SHIPMENT,ORDER_000001599,PROCESSING,,
ORDER_000001600_SHIPMENT,ORDER_000001600,PROCESSING,,
ORDER_000001601_SHIPMENT,ORDER_000001601,DELIVERED,2026-05-12T22:17:21,2026-05-17T15:17:21
ORDER_000001602_SHIPMENT,ORDER_000001602,DELIVERED,2026-12-22T20:48:20,2026-12-24T18:48:20
ORDER_000001603_SHIPMENT,ORDER_000001603,PROCESSING,,
ORDER_000001604_SHIPMENT,ORDER_000001604,PROCESSING,,
ORDER_000001605_SHIPMENT,ORDER_000001605,PROCESSING,,
ORDER_000001606_SHIPMENT,ORDER_000001606,DELIVERED,2026-03-13T13:42:18,2026-03-15T15:42:18
ORDER_000001607_SHIPMENT,ORDER_000001607,PROCESSING,,
ORDER_000001608_SHIPMENT,ORDER_000001608,DELIVERED,2026-10-04T09:49:08,2026-10-11T04:49:08
ORDER_000001609_SHIPMENT,ORDER_000001609,DELIVERED,2026-06-07T01:33:55,2026-06-08T07:33:55
ORDER_000001610_SHIPMENT,ORDER_000001610,IN_TRANSIT,2026-10-17T20:04:16,
ORDER_000001611_SHIPMENT,ORDER_000001611,DELIVERED,2026-08-25T12:20:45,2026-08-28T11:20:45
ORDER_000001612_SHIPMENT,ORDER_000001612,DELIVERED,2026-03-10T08:30:26,2026-03-15T03:30:26
ORDER_000001613_SHIPMENT,ORDER_000001613,DELIVERED,2026-02-22T13:34:56,2026-02-26T13:34:56
ORDER_000001614_SHIPMENT,ORDER_000001614,DELIVERED,2026-12-16T00:28:19,2026-12-17T15:28:19
ORDER_000001615_SHIPMENT,ORDER_000001615,DELIVERED,2026-05-08T06:49:22,2026-05-11T11:49:22
ORDER_000001616_SHIPMENT,ORDER_000001616,IN_TRANSIT,2026-08-21T10:36:35,
ORDER_000001617_SHIPMENT,ORDER_000001617,DELIVERED,2026-11-03T12:11:21,2026-11-05T00:11:21
ORDER_000001618_SHIPMENT,ORDER_000001618,DELIVERED,2026-09-21T04:18:28,2026-09-27T05:18:28
ORDER_000001619_SHIPMENT,ORDER_000001619,PROCESSING,,
ORDER_000001620_SHIPMENT,ORDER_000001620,DELIVERED,2026-01-04T15:58:18,2026-01-07T01:58:18
ORDER_000001621_SHIPMENT,ORDER_000001621,PROCESSING,,
ORDER_000001622_SHIPMENT,ORDER_000001622,PROCESSING,,
ORDER_000001623_SHIPMENT,ORDER_000001623,IN_TRANSIT,2026-05-17T11:01:46,
ORDER_000001624_SHIPMENT,ORDER_000001624,PROCESSING,,
ORDER_000001625_SHIPMENT,ORDER_000001625,PROCESSING,,
ORDER_000001626_SHIPMENT,ORDER_000001626,DELIVERED,2026-04-09T04:50:41,2026-04-10T03:50:41
ORDER_000001627_SHIPMENT,ORDER_000001627,IN_TRANSIT,2026-09-27T11:04:06,
ORDER_000001628_SHIPMENT,ORDER_000001628,DELIVERED,2026-01-25T19:36:04,2026-01-28T04:36:04
ORDER_000001629_SHIPMENT,ORDER_000001629,DELIVERED,2026-05-03T13:29:06,2026-05-05T19:29:06
ORDER_000001630_SHIPMENT,ORDER_000001630,DELIVERED,2026-09-26T05:57:37,2026-09-29T04:57:37
ORDER_000001631_SHIPMENT,ORDER_000001631,DELIVERED,2026-04-23T03:20:40,2026-04-26T13:20:40
ORDER_000001632_SHIPMENT,ORDER_000001632,DELIVERED,2026-05-21T09:19:49,2026-05-27T20:19:49
ORDER_000001633_SHIPMENT,ORDER_000001633,IN_TRANSIT,2026-12-03T09:24:20,
ORDER_000001634_SHIPMENT,ORDER_000001634,DELIVERED,2026-05-14T00:06:02,2026-05-19T22:06:02
