id,order_id,product_id,quantity,unit_price,line_amount
ORDER_000001199_ITEM_002,ORDER_000001199,PRODUCT_000000210,3,7179.72,21539.16
ORDER_000001200_ITEM_001,ORDER_000001200,PRODUCT_000000410,3,61508.82,184526.46
ORDER_000001200_ITEM_002,ORDER_000001200,PRODUCT_000000320,2,2832.37,5664.74
ORDER_000001201_ITEM_001,ORDER_000001201,PRODUCT_000000368,4,5151.58,20606.32
ORDER_000001201_ITEM_002,ORDER_000001201,PRODUCT_000000370,5,33558.91,167794.55
ORDER_000001202_ITEM_001,ORDER_000001202,PRODUCT_000000431,3,28094.08,84282.24
ORDER_000001202_ITEM_002,ORDER_000001202,PRODUCT_000000271,1,35561.77,35561.77
ORDER_000001203_ITEM_001,ORDER_000001203,PRODUCT_000000468,5,24500.29,122501.45
ORDER_000001203_ITEM_002,ORDER_000001203,PRODUCT_000000467,1,5755.30,5755.30
ORDER_000001204_ITEM_001,ORDER_000001204,PRODUCT_000000116,3,25458.41,76375.23
ORDER_000001204_ITEM_002,ORDER_000001204,PRODUCT_000000146,1,96227.50,96227.50
ORDER_000001205_ITEM_001,ORDER_000001205,PRODUCT_000000143,4,74599.45,298397.80
ORDER_000001205_ITEM_002,ORDER_000001205,PRODUCT_000000004,4,78844.39,315377.56
ORDER_000001206_ITEM_001,ORDER_000001206,PRODUCT_000000220,3,83128.68,249386.04
ORDER_000001206_ITEM_002,ORDER_000001206,PRODUCT_000000445,1,21217.80,21217.80
ORDER_000001207_ITEM_001,ORDER_000001207,PRODUCT_000000389,3,86864.94,260594.82
ORDER_000001207_ITEM_002,ORDER_000001207,PRODUCT_000000024,1,9695.90,9695.90
ORDER_000001208_ITEM_001,ORDER_000001208,PRODUCT_000000492,2,26667.76,53335.52
ORDER_000001208_ITEM_002,ORDER_000001208,PRODUCT_000000488,4,41216.76,164867.04
ORDER_000001209_ITEM_001,ORDER_000001209,PRODUCT_000000008,5,52727.81,263639.05
ORDER_000001209_ITEM_002,ORDER_000001209,PRODUCT_000000297,5,92640.53,463202.65
ORDER_000001210_ITEM_001,ORDER_000001210,PRODUCT_000000416,3,75633.62,226900.86
ORDER_000001210_ITEM_002,ORDER_000001210,PRODUCT_000000134,5,15941.55,79707.75
ORDER_000001211_ITEM_001,ORDER_000001211,PRODUCT_000000266,5,85366.81,426834.05
ORDER_000001211_ITEM_002,ORDER_000001211,PRODUCT_000000171,4,25061.43,100245.72
ORDER_000001212_ITEM_001,ORDER_000001212,PRODUCT_000000304,3,8808.49,26425.47
ORDER_000001212_ITEM_002,ORDER_000001212,PRODUCT_000000111,1,3107.68,3107.68
ORDER_000001213_ITEM_001,ORDER_000001213,PRODUCT_000000432,5,26670.29,133351.45
ORDER_000001213_ITEM_002,ORDER_000001213,PRODUCT_000000121,1,12694.16,12694.16
ORDER_000001214_ITEM_001,ORDER_000001214,PRODUCT_000000440,2,18390.71,36781.42
ORDER_000001214_ITEM_002,ORDER_000001214,PRODUCT_000000083,3,32687.76,98063.28
ORDER_000001215_ITEM_001,ORDER_000001215,PRODUCT_000000390,4,39498.15,157992.60
ORDER_000001215_ITEM_002,ORDER_000001215,PRODUCT_000000027,5,44268.94,221344.70
ORDER_000001216_ITEM_001,ORDER_000001216,PRODUCT_000000287,5,61134.35,305671.75
ORDER_000001216_ITEM_002,ORDER_000001216,PRODUCT_000000272,3,94698.05,284094.15
ORDER_000001217_ITEM_001,ORDER_000001217,PRODUCT_000000060,2,26817.78,53635.56
ORDER_000001217_ITEM_002,ORDER_000001217,PRODUCT_000000124,2,8038.45,16076.90
ORDER_000001218_ITEM_001,ORDER_000001218,PRODUCT_000000455,4,61226.09,244904.36
ORDER_000001218_ITEM_002,ORDER_000001218,PRODUCT_000000006,1,13560.58,13560.58
ORDER_000001219_ITEM_001,ORDER_000001219,PRODUCT_000000386,3,57803.64,173410.92
ORDER_000001219_ITEM_002,ORDER_000001219,PRODUCT_000000492,2,26667.76,53335.52
ORDER_000001220_ITEM_001,ORDER_000001220,PRODUCT_000000186,1,79192.82,79192.82
ORDER_000001220_ITEM_002,ORDER_000001220,PRODUCT_000000337,2,31823.04,63646.08
ORDER_000001221_ITEM_001,ORDER_000001221,PRODUCT_000000436,3,83499.26,250497.78
ORDER_000001221_ITEM_002,ORDER_000001221,PRODUCT_000000163,4,85632.62,342530.48
ORDER_000001222_ITEM_001,ORDER_000001222,PRODUCT_000000355,5,42712.86,213564.30
ORDER_000001222_ITEM_002,ORDER_000001222,PRODUCT_000000150,3,7047.28,21141.84
ORDER_000001223_ITEM_001,ORDER_000001223,PRODUCT_000000136,2,34413.58,68827.16
ORDER_000001223_ITEM_002,ORDER_000001223,PRODUCT_000000128,4,14058.63,56234.52
ORDER_000001224_ITEM_001,ORDER_000001224,PRODUCT_000000211,5,40957.00,204785.00
ORDER_000001224_ITEM_002,ORDER_000001224,PRODUCT_000000008,1,52727.81,52727.81
ORDER_000001225_ITEM_001,ORDER_000001225,PRODUCT_000000485,3,42036.55,126109.65
ORDER_000001225_ITEM_002,ORDER_000001225,PRODUCT_000000455,1,61226.09,61226.09
ORDER_000001226_ITEM_001,ORDER_000001226,PRODUCT_000000206,2,31826.52,63653.04
ORDER_000001226_ITEM_002,ORDER_000001226,PRODUCT_000000260,3,34843.11,104529.33
ORDER_000001227_ITEM_001,ORDER_000001227,PRODUCT_000000475,2,85334.66,170669.32
ORDER_000001227_ITEM_002,ORDER_000001227,PRODUCT_000000309,4,21018.23,84072.92
ORDER_000001228_ITEM_001,ORDER_000001228,PRODUCT_000000356,4,45425.21,181700.84
ORDER_000001228_ITEM_002,ORDER_000001228,PRODUCT_000000325,4,91157.02,364628.08
ORDER_000001229_ITEM_001,ORDER_000001229,PRODUCT_000000121,1,12694.16,12694.16
ORDER_000001229_ITEM_002,ORDER_000001229,PRODUCT_000000148,3,17123.02,51369.06
ORDER_000001230_ITEM_001,ORDER_000001230,PRODUCT_000000419,2,51942.53,103885.06
ORDER_000001230_ITEM_002,ORDER_000001230,PRODUCT_000000043,3,7738.11,23214.33
ORDER_000001231_ITEM_001,ORDER_000001231,PRODUCT_000000094,5,21201.40,106007.00
ORDER_000001231_ITEM_002,ORDER_000001231,PRODUCT_000000459,5,30563.71,152818.55
ORDER_000001232_ITEM_001,ORDER_000001232,PRODUCT_000000087,3,88654.81,265964.43
ORDER_000001232_ITEM_002,ORDER_000001232,PRODUCT_000000447,1,36063.69,36063.69
ORDER_000001233_ITEM_001,ORDER_000001233,PRODUCT_000000457,5,56827.79,284138.95
ORDER_000001233_ITEM_002,ORDER_000001233,PRODUCT_000000295,2,74070.75,148141.50
ORDER_000001234_ITEM_001,ORDER_000001234,PRODUCT_000000178,1,47307.01,47307.01
ORDER_000001234_ITEM_002,ORDER_000001234,PRODUCT_000000289,1,46297.17,46297.17
ORDER_000001235_ITEM_001,ORDER_000001235,PRODUCT_000000146,5,96227.50,481137.50
ORDER_000001235_ITEM_002,ORDER_000001235,PRODUCT_000000476,1,27343.60,27343.60
ORDER_000001236_ITEM_001,ORDER_000001236,PRODUCT_000000241,2,17258.56,34517.12
ORDER_000001236_ITEM_002,ORDER_000001236,PRODUCT_000000412,1,5406.54,5406.54
ORDER_000001237_ITEM_001,ORDER_000001237,PRODUCT_000000484,3,49446.20,148338.60
ORDER_000001237_ITEM_002,ORDER_000001237,PRODUCT_000000362,5,10054.16,50270.80
ORDER_000001238_ITEM_001,ORDER_000001238,PRODUCT_000000417,4,97503.29,390013.16
ORDER_000001238_ITEM_002,ORDER_000001238,PRODUCT_000000304,3,8808.49,26425.47
ORDER_000001239_ITEM_001,ORDER_000001239,PRODUCT_000000268,5,56546.93,282734.65
ORDER_000001239_ITEM_002,ORDER_000001239,PRODUCT_000000024,2,9695.90,19391.80
ORDER_000001240_ITEM_001,ORDER_000001240,PRODUCT_000000115,1,75367.95,75367.95
ORDER_000001240_ITEM_002,ORDER_000001240,PRODUCT_000000282,4,16675.80,66703.20
ORDER_000001241_ITEM_001,ORDER_000001241,PRODUCT_000000155,2,75459.44,150918.88
ORDER_000001241_ITEM_002,ORDER_000001241,PRODUCT_000000012,1,44553.03,44553.03
ORDER_000001242_ITEM_001,ORDER_000001242,PRODUCT_000000141,5,60379.69,301898.45
ORDER_000001242_ITEM_002,ORDER_000001242,PRODUCT_000000476,1,27343.60,27343.60
ORDER_000001243_ITEM_001,ORDER_000001243,PRODUCT_000000402,4,65735.49,262941.96
ORDER_000001243_ITEM_002,ORDER_000001243,PRODUCT_000000355,4,42712.86,170851.44
ORDER_000001244_ITEM_001,ORDER_000001244,PRODUCT_000000058,4,33700.81,134803.24
ORDER_000001244_ITEM_002,ORDER_000001244,PRODUCT_000000190,5,79837.50,399187.50
ORDER_000001245_ITEM_001,ORDER_000001245,PRODUCT_000000488,5,41216.76,206083.80
ORDER_000001245_ITEM_002,ORDER_000001245,PRODUCT_000000270,5,53204.11,266020.55
ORDER_000001246_ITEM_001,ORDER_000001246,PRODUCT_000000433,1,84023.20,84023.20
ORDER_000001246_ITEM_002,ORDER_000001246,PRODUCT_000000285,5,42958.74,214793.70
ORDER_000001247_ITEM_001,ORDER_000001247,PRODUCT_000000394,4,48683.72,194734.88
ORDER_000001247_ITEM_002,ORDER_000001247,PRODUCT_000000309,3,21018.23,63054.69
ORDER_000001248_ITEM_001,ORDER_000001248,PRODUCT_000000491,4,62126.13,248504.52
ORDER_000001248_ITEM_002,ORDER_000001248,PRODUCT_000000208,4,87622.93,350491.72
ORDER_000001249_ITEM_001,ORDER_000001249,PRODUCT_000000269,1,81192.52,81192.52
ORDER_000001249_ITEM_002,ORDER_000001249,PRODUCT_000000172,3,25951.18,77853.54
ORDER_000001250_ITEM_001,ORDER_000001250,PRODUCT_000000364,1,23601.78,23601.78
ORDER_000001250_ITEM_002,ORDER_000001250,PRODUCT_000000437,5,22004.92,110024.60
ORDER_000001251_ITEM_001,ORDER_000001251,PRODUCT_000000456,1,20168.35,20168.35
ORDER_000001251_ITEM_002,ORDER_000001251,PRODUCT_000000008,3,52727.81,158183.43
ORDER_000001252_ITEM_001,ORDER_000001252,PRODUCT_000000044,2,2610.47,5220.94
ORDER_000001252_ITEM_002,ORDER_000001252,PRODUCT_000000302,4,78404.26,313617.04
ORDER_000001253_ITEM_001,ORDER_000001253,PRODUCT_000000457,3,56827.79,170483.37
ORDER_000001253_ITEM_002,ORDER_000001253,PRODUCT_000000223,4,91472.60,365890.40
ORDER_000001254_ITEM_001,ORDER_000001254,PRODUCT_000000230,5,80802.09,404010.45
ORDER_000001254_ITEM_002,ORDER_000001254,PRODUCT_000000078,5,58831.70,294158.50
ORDER_000001255_ITEM_001,ORDER_000001255,PRODUCT_000000389,4,86864.94,347459.76
ORDER_000001255_ITEM_002,ORDER_000001255,PRODUCT_000000139,5,57062.39,285311.95
ORDER_000001256_ITEM_001,ORDER_000001256,PRODUCT_000000007,4,94956.37,379825.48
ORDER_000001256_ITEM_002,ORDER_000001256,PRODUCT_000000343,5,56061.03,280305.15
ORDER_000001257_ITEM_001,ORDER_000001257,PRODUCT_000000245,4,25272.10,101088.40
ORDER_000001257_ITEM_002,ORDER_000001257,PRODUCT_000000424,1,30110.69,30110.69
ORDER_000001258_ITEM_001,ORDER_000001258,PRODUCT_000000004,4,78844.39,315377.56
ORDER_000001258_ITEM_002,ORDER_000001258,PRODUCT_000000471,1,78401.72,78401.72
ORDER_000001259_ITEM_001,ORDER_000001259,PRODUCT_000000221,4,36162.50,144650.00
ORDER_000001259_ITEM_002,ORDER_000001259,PRODUCT_000000249,5,8089.60,40448.00
ORDER_000001260_ITEM_001,ORDER_000001260,PRODUCT_000000412,5,5406.54,27032.70
ORDER_000001260_ITEM_002,ORDER_000001260,PRODUCT_000000155,5,75459.44,377297.20
ORDER_000001261_ITEM_001,ORDER_000001261,PRODUCT_000000098,5,93083.28,465416.40
ORDER_000001261_ITEM_002,ORDER_000001261,PRODUCT_000000094,3,21201.40,63604.20
ORDER_000001262_ITEM_001,ORDER_000001262,PRODUCT_000000226,3,4308.50,12925.50
ORDER_000001262_ITEM_002,ORDER_000001262,PRODUCT_000000462,3,70397.39,211192.17
ORDER_000001263_ITEM_001,ORDER_000001263,PRODUCT_000000415,3,20102.52,60307.56
ORDER_000001263_ITEM_002,ORDER_000001263,PRODUCT_000000296,5,70407.60,352038.00
ORDER_000001264_ITEM_001,ORDER_000001264,PRODUCT_000000332,3,96011.82,288035.46
ORDER_000001264_ITEM_002,ORDER_000001264,PRODUCT_000000233,5,11282.31,56411.55
ORDER_000001265_ITEM_001,ORDER_000001265,PRODUCT_000000204,2,56708.76,113417.52
ORDER_000001265_ITEM_002,ORDER_000001265,PRODUCT_000000145,2,20622.01,41244.02
ORDER_000001266_ITEM_001,ORDER_000001266,PRODUCT_000000287,4,61134.35,244537.40
ORDER_000001266_ITEM_002,ORDER_000001266,PRODUCT_000000354,2,25640.80,51281.60
ORDER_000001267_ITEM_001,ORDER_000001267,PRODUCT_000000086,1,24280.61,24280.61
ORDER_000001267_ITEM_002,ORDER_000001267,PRODUCT_000000014,1,87176.57,87176.57
ORDER_000001268_ITEM_001,ORDER_000001268,PRODUCT_000000154,3,59361.14,178083.42
ORDER_000001268_ITEM_002,ORDER_000001268,PRODUCT_000000122,4,64032.38,256129.52
ORDER_000001269_ITEM_001,ORDER_000001269,PRODUCT_000000055,5,44501.12,222505.60
ORDER_000001269_ITEM_002,ORDER_000001269,PRODUCT_000000421,5,81062.89,405314.45
ORDER_000001270_ITEM_001,ORDER_000001270,PRODUCT_000000288,2,53652.43,107304.86
ORDER_000001270_ITEM_002,ORDER_000001270,PRODUCT_000000479,2,82501.66,165003.32
ORDER_000001271_ITEM_001,ORDER_000001271,PRODUCT_000000376,5,68807.84,344039.20
ORDER_000001271_ITEM_002,ORDER_000001271,PRODUCT_000000469,1,85777.01,85777.01
ORDER_000001272_ITEM_001,ORDER_000001272,PRODUCT_000000345,4,75050.45,300201.80
ORDER_000001272_ITEM_002,ORDER_000001272,PRODUCT_000000379,5,50342.59,251712.95
ORDER_000001273_ITEM_001,ORDER_000001273,PRODUCT_000000104,4,31924.11,127696.44
ORDER_000001273_ITEM_002,ORDER_000001273,PRODUCT_000000023,4,68482.74,273930.96
ORDER_000001274_ITEM_001,ORDER_000001274,PRODUCT_000000282,2,16675.80,33351.60
ORDER_000001274_ITEM_002,ORDER_000001274,PRODUCT_000000197,1,46016.42,46016.42
ORDER_000001275_ITEM_001,ORDER_000001275,PRODUCT_000000128,4,14058.63,56234.52
ORDER_000001275_ITEM_002,ORDER_000001275,PRODUCT_000000118,3,53726.48,161179.44
ORDER_000001276_ITEM_001,ORDER_000001276,PRODUCT_000000183,1,72981.74,72981.74
ORDER_000001276_ITEM_002,ORDER_000001276,PRODUCT_000000337,5,31823.04,159115.20
ORDER_000001277_ITEM_001,ORDER_000001277,PRODUCT_000000485,2,42036.55,84073.10
ORDER_000001277_ITEM_002,ORDER_000001277,PRODUCT_000000196,3,17819.13,53457.39
ORDER_000001278_ITEM_001,ORDER_000001278,PRODUCT_000000435,4,51082.56,204330.24
ORDER_000001278_ITEM_002,ORDER_000001278,PRODUCT_000000420,1,9572.96,9572.96
ORDER_000001279_ITEM_001,ORDER_000001279,PRODUCT_000000186,4,79192.82,316771.28
ORDER_000001279_ITEM_002,ORDER_000001279,PRODUCT_000000234,2,91003.85,182007.70
ORDER_000001280_ITEM_001,ORDER_000001280,PRODUCT_000000071,1,56670.04,56670.04
ORDER_000001280_ITEM_002,ORDER_000001280,PRODUCT_000000092,4,9429.04,37716.16
ORDER_000001281_ITEM_001,ORDER_000001281,PRODUCT_000000336,2,52080.12,104160.24
ORDER_000001281_ITEM_002,ORDER_000001281,PRODUCT_000000088,2,47700.19,95400.38
ORDER_000001282_ITEM_001,ORDER_000001282,PRODUCT_000000327,4,68465.15,273860.60
ORDER_000001282_ITEM_002,ORDER_000001282,PRODUCT_000000210,1,7179.72,7179.72
ORDER_000001283_ITEM_001,ORDER_000001283,PRODUCT_000000338,4,19983.13,79932.52
ORDER_000001283_ITEM_002,ORDER_000001283,PRODUCT_000000304,1,8808.49,8808.49
ORDER_000001284_ITEM_001,ORDER_000001284,PRODUCT_000000071,1,56670.04,56670.04
ORDER_000001284_ITEM_002,ORDER_000001284,PRODUCT_000000500,1,50543.90,50543.90
ORDER_000001285_ITEM_001,ORDER_000001285,PRODUCT_000000364,2,23601.78,47203.56
ORDER_000001285_ITEM_002,ORDER_000001285,PRODUCT_000000043,2,7738.11,15476.22
ORDER_000001286_ITEM_001,ORDER_000001286,PRODUCT_000000241,3,17258.56,51775.68
ORDER_000001286_ITEM_002,ORDER_000001286,PRODUCT_000000035,1,84086.84,84086.84
ORDER_000001287_ITEM_001,ORDER_000001287,PRODUCT_000000161,4,97662.17,390648.68
ORDER_000001287_ITEM_002,ORDER_000001287,PRODUCT_000000446,5,57531.37,287656.85
ORDER_000001288_ITEM_001,ORDER_000001288,PRODUCT_000000331,3,22499.34,67498.02
ORDER_000001288_ITEM_002,ORDER_000001288,PRODUCT_000000324,1,48039.75,48039.75
ORDER_000001289_ITEM_001,ORDER_000001289,PRODUCT_000000449,4,12988.88,51955.52
ORDER_000001289_ITEM_002,ORDER_000001289,PRODUCT_000000365,3,62883.33,188649.99
ORDER_000001290_ITEM_001,ORDER_000001290,PRODUCT_000000464,1,60713.98,60713.98
ORDER_000001290_ITEM_002,ORDER_000001290,PRODUCT_000000454,2,98135.27,196270.54
ORDER_000001291_ITEM_001,ORDER_000001291,PRODUCT_000000124,5,8038.45,40192.25
ORDER_000001291_ITEM_002,ORDER_000001291,PRODUCT_000000436,1,83499.26,83499.26
ORDER_000001292_ITEM_001,ORDER_000001292,PRODUCT_000000371,4,84665.58,338662.32
ORDER_000001292_ITEM_002,ORDER_000001292,PRODUCT_000000332,1,96011.82,96011.82
ORDER_000001293_ITEM_001,ORDER_000001293,PRODUCT_000000426,4,10060.65,40242.60
ORDER_000001293_ITEM_002,ORDER_000001293,PRODUCT_000000238,3,45633.90,136901.70
ORDER_000001294_ITEM_001,ORDER_000001294,PRODUCT_000000094,4,21201.40,84805.60
ORDER_000001294_ITEM_002,ORDER_000001294,PRODUCT_000000232,1,49523.53,49523.53
ORDER_000001295_ITEM_001,ORDER_000001295,PRODUCT_000000034,5,29840.13,149200.65
ORDER_000001295_ITEM_002,ORDER_000001295,PRODUCT_000000475,1,85334.66,85334.66
ORDER_000001296_ITEM_001,ORDER_000001296,PRODUCT_000000292,3,69362.00,208086.00
ORDER_000001296_ITEM_002,ORDER_000001296,PRODUCT_000000263,5,30529.25,152646.25
ORDER_000001297_ITEM_001,ORDER_000001297,PRODUCT_000000453,1,63237.43,63237.43
ORDER_000001297_ITEM_002,ORDER_000001297,PRODUCT_000000017,1,17024.80,17024.80
ORDER_000001298_ITEM_001,ORDER_000001298,PRODUCT_000000380,2,93956.98,187913.96
ORDER_000001298_ITEM_002,ORDER_000001298,PRODUCT_000000481,3,56932.52,170797.56
ORDER_000001299_ITEM_001,ORDER_000001299,PRODUCT_000000140,3,80071.81,240215.43
ORDER_000001299_ITEM_002,ORDER_000001299,PRODUCT_000000088,4,47700.19,190800.76
ORDER_000001300_ITEM_001,ORDER_000001300,PRODUCT_000000334,5,59753.22,298766.10
ORDER_000001300_ITEM_002,ORDER_000001300,PRODUCT_000000007,2,94956.37,189912.74
ORDER_000001301_ITEM_001,ORDER_000001301,PRODUCT_000000478,2,98682.76,197365.52
ORDER_000001301_ITEM_002,ORDER_000001301,PRODUCT_000000206,1,31826.52,31826.52
ORDER_000001302_ITEM_001,ORDER_000001302,PRODUCT_000000047,1,86760.92,86760.92
ORDER_000001302_ITEM_002,ORDER_000001302,PRODUCT_000000073,3,32014.04,96042.12
ORDER_000001303_ITEM_001,ORDER_000001303,PRODUCT_000000337,4,31823.04,127292.16
ORDER_000001303_ITEM_002,ORDER_000001303,PRODUCT_000000207,3,15754.07,47262.21
ORDER_000001304_ITEM_001,ORDER_000001304,PRODUCT_000000036,2,68776.99,137553.98
ORDER_000001304_ITEM_002,ORDER_000001304,PRODUCT_000000352,5,8867.61,44338.05
ORDER_000001305_ITEM_001,ORDER_000001305,PRODUCT_000000163,5,85632.62,428163.10
ORDER_000001305_ITEM_002,ORDER_000001305,PRODUCT_000000045,1,74286.56,74286.56
ORDER_000001306_ITEM_001,ORDER_000001306,PRODUCT_000000064,5,86309.73,431548.65
ORDER_000001306_ITEM_002,ORDER_000001306,PRODUCT_000000135,4,32715.05,130860.20
ORDER_000001307_ITEM_001,ORDER_000001307,PRODUCT_000000218,2,29937.17,59874.34
ORDER_000001307_ITEM_002,ORDER_000001307,PRODUCT_000000480,1,30326.64,30326.64
ORDER_000001308_ITEM_001,ORDER_000001308,PRODUCT_000000202,4,47651.24,190604.96
ORDER_000001308_ITEM_002,ORDER_000001308,PRODUCT_000000281,1,65756.43,65756.43
ORDER_000001309_ITEM_001,ORDER_000001309,PRODUCT_000000420,5,9572.96,47864.80
ORDER_000001309_ITEM_002,ORDER_000001309,PRODUCT_000000030,5,36119.71,180598.55
ORDER_000001310_ITEM_001,ORDER_000001310,PRODUCT_000000436,3,83499.26,250497.78
ORDER_000001310_ITEM_002,ORDER_000001310,PRODUCT_000000313,4,78393.88,313575.52
ORDER_000001311_ITEM_001,ORDER_000001311,PRODUCT_000000023,2,68482.74,136965.48
ORDER_000001311_ITEM_002,ORDER_000001311,PRODUCT_000000407,5,59345.81,296729.05
ORDER_000001312_ITEM_001,ORDER_000001312,PRODUCT_000000426,5,10060.65,50303.25
ORDER_000001312_ITEM_002,ORDER_000001312,PRODUCT_000000375,4,50785.86,203143.44
ORDER_000001313_ITEM_001,ORDER_000001313,PRODUCT_000000491,3,62126.13,186378.39
ORDER_000001313_ITEM_002,ORDER_000001313,PRODUCT_000000051,3,76662.47,229987.41
ORDER_000001314_ITEM_001,ORDER_000001314,PRODUCT_000000403,3,93676.81,281030.43
ORDER_000001314_ITEM_002,ORDER_000001314,PRODUCT_000000266,3,85366.81,256100.43
ORDER_000001315_ITEM_001,ORDER_000001315,PRODUCT_000000138,5,35480.14,177400.70
ORDER_000001315_ITEM_002,ORDER_000001315,PRODUCT_000000194,2,590.89,1181.78
ORDER_000001316_ITEM_001,ORDER_000001316,PRODUCT_000000418,2,84970.81,169941.62
ORDER_000001316_ITEM_002,ORDER_000001316,PRODUCT_000000120,1,68071.64,68071.64
ORDER_000001317_ITEM_001,ORDER_000001317,PRODUCT_000000475,3,85334.66,256003.98
ORDER_000001317_ITEM_002,ORDER_000001317,PRODUCT_000000061,1,40948.89,40948.89
ORDER_000001318_ITEM_001,ORDER_000001318,PRODUCT_000000437,1,22004.92,22004.92
ORDER_000001318_ITEM_002,ORDER_000001318,PRODUCT_000000105,4,25451.27,101805.08
ORDER_000001319_ITEM_001,ORDER_000001319,PRODUCT_000000383,4,65069.36,260277.44
ORDER_000001319_ITEM_002,ORDER_000001319,PRODUCT_000000226,4,4308.50,17234.00
ORDER_000001320_ITEM_001,ORDER_000001320,PRODUCT_000000422,2,38750.68,77501.36
ORDER_000001320_ITEM_002,ORDER_000001320,PRODUCT_000000385,1,33639.11,33639.11
ORDER_000001321_ITEM_001,ORDER_000001321,PRODUCT_000000429,3,42802.74,128408.22
ORDER_000001321_ITEM_002,ORDER_000001321,PRODUCT_000000203,1,42665.05,42665.05
ORDER_000001322_ITEM_001,ORDER_000001322,PRODUCT_000000112,4,87702.54,350810.16
ORDER_000001322_ITEM_002,ORDER_000001322,PRODUCT_000000134,2,15941.55,31883.10
ORDER_000001323_ITEM_001,ORDER_000001323,PRODUCT_000000143,3,74599.45,223798.35
ORDER_000001323_ITEM_002,ORDER_000001323,PRODUCT_000000181,1,19494.76,19494.76
ORDER_000001324_ITEM_001,ORDER_000001324,PRODUCT_000000294,3,80927.02,242781.06
ORDER_000001324_ITEM_002,ORDER_000001324,PRODUCT_000000384,4,85952.92,343811.68
ORDER_000001325_ITEM_001,ORDER_000001325,PRODUCT_000000407,2,59345.81,118691.62
ORDER_000001325_ITEM_002,ORDER_000001325,PRODUCT_000000224,5,3632.31,18161.55
ORDER_000001326_ITEM_001,ORDER_000001326,PRODUCT_000000436,2,83499.26,166998.52
ORDER_000001326_ITEM_002,ORDER_000001326,PRODUCT_000000498,5,96572.40,482862.00
ORDER_000001327_ITEM_001,ORDER_000001327,PRODUCT_000000098,2,93083.28,186166.56
ORDER_000001327_ITEM_002,ORDER_000001327,PRODUCT_000000370,2,33558.91,67117.82
ORDER_000001328_ITEM_001,ORDER_000001328,PRODUCT_000000182,1,18496.63,18496.63
ORDER_000001328_ITEM_002,ORDER_000001328,PRODUCT_000000318,4,89666.14,358664.56
ORDER_000001329_ITEM_001,ORDER_000001329,PRODUCT_000000165,4,82805.80,331223.20
ORDER_000001329_ITEM_002,ORDER_000001329,PRODUCT_000000182,4,18496.63,73986.52
ORDER_000001330_ITEM_001,ORDER_000001330,PRODUCT_000000001,2,20074.57,40149.14
ORDER_000001330_ITEM_002,ORDER_000001330,PRODUCT_000000200,5,14792.08,73960.40
ORDER_000001331_ITEM_001,ORDER_000001331,PRODUCT_000000122,5,64032.38,320161.90
ORDER_000001331_ITEM_002,ORDER_000001331,PRODUCT_000000375,4,50785.86,203143.44
ORDER_000001332_ITEM_001,ORDER_000001332,PRODUCT_000000471,5,78401.72,392008.60
ORDER_000001332_ITEM_002,ORDER_000001332,PRODUCT_000000400,3,34486.78,103460.34
ORDER_000001333_ITEM_001,ORDER_000001333,PRODUCT_000000370,5,33558.91,167794.55
ORDER_000001333_ITEM_002,ORDER_000001333,PRODUCT_000000472,1,94760.22,94760.22
ORDER_000001334_ITEM_001,ORDER_000001334,PRODUCT_000000498,4,96572.40,386289.60
ORDER_000001334_ITEM_002,ORDER_000001334,PRODUCT_000000471,5,78401.72,392008.60
ORDER_000001335_ITEM_001,ORDER_000001335,PRODUCT_000000237,1,42618.16,42618.16
ORDER_000001335_ITEM_002,ORDER_000001335,PRODUCT_000000356,3,45425.21,136275.63
ORDER_000001336_ITEM_001,ORDER_000001336,PRODUCT_000000043,2,7738.11,15476.22
ORDER_000001336_ITEM_002,ORDER_000001336,PRODUCT_000000484,2,49446.20,98892.40
ORDER_000001337_ITEM_001,ORDER_000001337,PRODUCT_000000463,3,52351.85,157055.55
ORDER_000001337_ITEM_002,ORDER_000001337,PRODUCT_000000450,4,43008.65,172034.60
ORDER_000001338_ITEM_001,ORDER_000001338,PRODUCT_000000007,3,94956.37,284869.11
ORDER_000001338_ITEM_002,ORDER_000001338,PRODUCT_000000131,1,1156.74,1156.74
ORDER_000001339_ITEM_001,ORDER_000001339,PRODUCT_000000095,2,36252.23,72504.46
ORDER_000001339_ITEM_002,ORDER_000001339,PRODUCT_000000420,2,9572.96,19145.92
ORDER_000001340_ITEM_001,ORDER_000001340,PRODUCT_000000203,5,42665.05,213325.25
ORDER_000001340_ITEM_002,ORDER_000001340,PRODUCT_000000041,5,62920.94,314604.70
ORDER_000001341_ITEM_001,ORDER_000001341,PRODUCT_000000150,4,7047.28,28189.12
ORDER_000001341_ITEM_002,ORDER_000001341,PRODUCT_000000296,4,70407.60,281630.40
ORDER_000001342_ITEM_001,ORDER_000001342,PRODUCT_000000321,4,21529.80,86119.20
ORDER_000001342_ITEM_002,ORDER_000001342,PRODUCT_000000268,4,56546.93,226187.72
ORDER_000001343_ITEM_001,ORDER_000001343,PRODUCT_000000081,4,7265.50,29062.00
ORDER_000001343_ITEM_002,ORDER_000001343,PRODUCT_000000470,4,32260.12,129040.48
ORDER_000001344_ITEM_001,ORDER_000001344,PRODUCT_000000302,2,78404.26,156808.52
ORDER_000001344_ITEM_002,ORDER_000001344,PRODUCT_000000279,2,91612.05,183224.10
