id,order_id,payment_method,payment_status,amount,payment_date
ORDER_000000811_PAYMENT,ORDER_000000811,DEBIT_CARD,SUCCESS,453838.89,2026-02-12T09:50:09
ORDER_000000812_PAYMENT,ORDER_000000812,UPI,SUCCESS,9346.31,2026-12-29T07:29:43
ORDER_000000813_PAYMENT,ORDER_000000813,DEBIT_CARD,SUCCESS,159028.55,2026-09-07T17:38:32
ORDER_000000814_PAYMENT,ORDER_000000814,DEBIT_CARD,SUCCESS,69606.37,2026-06-05T07:55:49
ORDER_000000815_PAYMENT,ORDER_000000815,UPI,SUCCESS,80297.69,2026-09-09T12:44:34
ORDER_000000816_PAYMENT,ORDER_000000816,UPI,SUCCESS,796884.01,2026-01-09T09:26:05
ORDER_000000817_PAYMENT,ORDER_000000817,CREDIT_CARD,SUCCESS,3971.35,2026-04-17T03:22:14
ORDER_000000818_PAYMENT,ORDER_000000818,UPI,SUCCESS,93442.64,2026-07-09T16:32:10
ORDER_000000819_PAYMENT,ORDER_000000819,UPI,SUCCESS,638644.44,2026-05-11T14:04:52
ORDER_000000820_PAYMENT,ORDER_000000820,DEBIT_CARD,SUCCESS,21271.57,2026-10-23T20:08:01
ORDER_000000821_PAYMENT,ORDER_000000821,WALLET,SUCCESS,314086.95,2026-10-07T01:47:19
ORDER_000000822_PAYMENT,ORDER_000000822,NET_BANKING,SUCCESS,169425.08,2026-01-13T18:47:59
ORDER_000000823_PAYMENT,ORDER_000000823,CREDIT_CARD,SUCCESS,55393.68,2026-11-08T14:02:11
ORDER_000000824_PAYMENT,ORDER_000000824,UPI,SUCCESS,120256.78,2026-01-12T06:53:07
ORDER_000000825_PAYMENT,ORDER_000000825,DEBIT_CARD,SUCCESS,20463.34,2026-07-14T16:32:47
ORDER_000000826_PAYMENT,ORDER_000000826,DEBIT_CARD,SUCCESS,86159.45,2026-03-15T07:05:37
ORDER_000000827_PAYMENT,ORDER_000000827,WALLET,SUCCESS,11819.11,2026-10-13T13:44:23
ORDER_000000828_PAYMENT,ORDER_000000828,DEBIT_CARD,SUCCESS,266307.58,2026-11-15T00:53:15
ORDER_000000829_PAYMENT,ORDER_000000829,UPI,SUCCESS,93974.15,2026-11-03T09:03:52
ORDER_000000830_PAYMENT,ORDER_000000830,DEBIT_CARD,SUCCESS,162585.78,2026-03-13T19:35:05
ORDER_000000831_PAYMENT,ORDER_000000831,UPI,SUCCESS,20665.80,2026-05-13T07:02:29
ORDER_000000832_PAYMENT,ORDER_000000832,WALLET,SUCCESS,56239.24,2026-12-17T20:14:08
ORDER_000000833_PAYMENT,ORDER_000000833,DEBIT_CARD,SUCCESS,726544.27,2026-02-18T12:51:49
ORDER_000000834_PAYMENT,ORDER_000000834,NET_BANKING,SUCCESS,43658.25,2026-10-10T01:49:13
ORDER_000000835_PAYMENT,ORDER_000000835,UPI,SUCCESS,23864.64,2026-08-01T06:07:15
ORDER_000000836_PAYMENT,ORDER_000000836,DEBIT_CARD,SUCCESS,546480.79,2026-04-12T00:38:17
ORDER_000000837_PAYMENT,ORDER_000000837,UPI,SUCCESS,53450.46,2026-12-10T20:44:01
ORDER_000000838_PAYMENT,ORDER_000000838,DEBIT_CARD,SUCCESS,186499.84,2026-04-13T11:47:08
ORDER_000000839_PAYMENT,ORDER_000000839,NET_BANKING,SUCCESS,487294.55,2026-08-18T12:40:09
ORDER_000000840_PAYMENT,ORDER_000000840,CREDIT_CARD,SUCCESS,23352.62,2026-10-11T07:11:04
ORDER_000000841_PAYMENT,ORDER_000000841,WALLET,SUCCESS,154146.00,2026-03-12T14:01:36
ORDER_000000842_PAYMENT,ORDER_000000842,CREDIT_CARD,SUCCESS,1001008.45,2026-04-26T23:30:33
ORDER_000000843_PAYMENT,ORDER_000000843,WALLET,SUCCESS,107730.12,2026-04-17T16:37:34
ORDER_000000844_PAYMENT,ORDER_000000844,CREDIT_CARD,FAILED,11091.36,2026-05-17T04:34:02
ORDER_000000845_PAYMENT,ORDER_000000845,UPI,SUCCESS,5553.24,2026-01-05T15:44:21
ORDER_000000846_PAYMENT,ORDER_000000846,DEBIT_CARD,SUCCESS,8971.17,2026-03-01T16:26:38
ORDER_000000847_PAYMENT,ORDER_000000847,UPI,SUCCESS,146986.63,2026-08-30T16:37:24
ORDER_000000848_PAYMENT,ORDER_000000848,CREDIT_CARD,SUCCESS,254989.94,2026-09-26T03:55:11
ORDER_000000849_PAYMENT,ORDER_000000849,UPI,SUCCESS,239553.23,2026-10-04T21:59:25
ORDER_000000850_PAYMENT,ORDER_000000850,WALLET,SUCCESS,736801.37,2026-04-01T23:23:04
ORDER_000000851_PAYMENT,ORDER_000000851,UPI,SUCCESS,148084.96,2026-05-10T15:51:04
ORDER_000000852_PAYMENT,ORDER_000000852,WALLET,SUCCESS,501502.13,2026-05-19T17:04:26
ORDER_000000853_PAYMENT,ORDER_000000853,UPI,SUCCESS,468708.84,2026-11-23T23:27:51
ORDER_000000854_PAYMENT,ORDER_000000854,WALLET,SUCCESS,37611.20,2026-09-18T19:56:31
ORDER_000000855_PAYMENT,ORDER_000000855,DEBIT_CARD,SUCCESS,348418.32,2026-12-27T13:24:08
ORDER_000000856_PAYMENT,ORDER_000000856,UPI,SUCCESS,300034.70,2026-01-26T12:20:04
ORDER_000000857_PAYMENT,ORDER_000000857,WALLET,SUCCESS,454501.75,2026-10-07T00:58:46
ORDER_000000858_PAYMENT,ORDER_000000858,NET_BANKING,SUCCESS,13432.70,2026-09-05T05:08:13
ORDER_000000859_PAYMENT,ORDER_000000859,UPI,SUCCESS,8962.65,2026-11-14T17:16:17
ORDER_000000860_PAYMENT,ORDER_000000860,UPI,SUCCESS,622077.40,2026-11-09T14:42:12
ORDER_000000861_PAYMENT,ORDER_000000861,UPI,SUCCESS,85570.44,2026-06-26T16:54:19
ORDER_000000862_PAYMENT,ORDER_000000862,CREDIT_CARD,SUCCESS,190095.51,2026-08-28T17:02:30
ORDER_000000863_PAYMENT,ORDER_000000863,DEBIT_CARD,SUCCESS,86890.77,2026-11-09T02:09:30
ORDER_000000864_PAYMENT,ORDER_000000864,CREDIT_CARD,SUCCESS,223226.46,2026-10-23T19:01:10
ORDER_000000865_PAYMENT,ORDER_000000865,NET_BANKING,SUCCESS,3466.10,2026-08-09T01:08:09
ORDER_000000866_PAYMENT,ORDER_000000866,WALLET,SUCCESS,36654.87,2026-08-28T02:53:29
ORDER_000000867_PAYMENT,ORDER_000000867,CREDIT_CARD,SUCCESS,745272.48,2026-01-18T06:04:25
ORDER_000000868_PAYMENT,ORDER_000000868,UPI,SUCCESS,101274.30,2026-03-09T21:08:26
ORDER_000000869_PAYMENT,ORDER_000000869,DEBIT_CARD,SUCCESS,449797.70,2026-03-03T22:33:28
ORDER_000000870_PAYMENT,ORDER_000000870,WALLET,SUCCESS,7197.09,2026-05-08T02:47:01
ORDER_000000871_PAYMENT,ORDER_000000871,NET_BANKING,SUCCESS,160592.71,2026-02-10T06:08:45
ORDER_000000872_PAYMENT,ORDER_000000872,DEBIT_CARD,SUCCESS,395356.36,2026-09-24T02:27:07
ORDER_000000873_PAYMENT,ORDER_000000873,UPI,SUCCESS,118047.04,2026-02-21T12:04:23
ORDER_000000874_PAYMENT,ORDER_000000874,UPI,SUCCESS,42118.36,2026-01-04T22:13:21
ORDER_000000875_PAYMENT,ORDER_000000875,UPI,SUCCESS,68491.76,2026-09-25T15:11:43
ORDER_000000876_PAYMENT,ORDER_000000876,UPI,SUCCESS,22474.83,2026-10-08T04:34:06
ORDER_000000877_PAYMENT,ORDER_000000877,CREDIT_CARD,FAILED,459527.37,2026-02-27T04:06:39
ORDER_000000878_PAYMENT,ORDER_000000878,CREDIT_CARD,SUCCESS,298502.97,2026-10-28T18:03:09
ORDER_000000879_PAYMENT,ORDER_000000879,NET_BANKING,SUCCESS,8917.70,2026-05-28T18:21:21
ORDER_000000880_PAYMENT,ORDER_000000880,CREDIT_CARD,SUCCESS,222420.00,2026-10-22T11:05:34
ORDER_000000881_PAYMENT,ORDER_000000881,CREDIT_CARD,FAILED,3416.14,2026-05-13T01:04:24
ORDER_000000882_PAYMENT,ORDER_000000882,UPI,SUCCESS,40642.26,2026-12-09T13:06:43
ORDER_000000883_PAYMENT,ORDER_000000883,UPI,SUCCESS,52089.66,2026-08-26T06:28:02
ORDER_000000884_PAYMENT,ORDER_000000884,CREDIT_CARD,SUCCESS,36004.52,2026-06-22T12:54:35
ORDER_000000885_PAYMENT,ORDER_000000885,DEBIT_CARD,SUCCESS,245736.14,2026-08-15T02:56:23
ORDER_000000886_PAYMENT,ORDER_000000886,UPI,SUCCESS,418547.67,2026-11-08T15:23:39
ORDER_000000887_PAYMENT,ORDER_000000887,UPI,SUCCESS,434696.66,2026-10-29T18:48:16
ORDER_000000888_PAYMENT,ORDER_000000888,UPI,SUCCESS,65381.46,2026-08-25T03:42:42
ORDER_000000889_PAYMENT,ORDER_000000889,UPI,SUCCESS,8189.44,2026-06-03T06:27:34
ORDER_000000890_PAYMENT,ORDER_000000890,UPI,SUCCESS,312813.82,2026-11-03T05:29:36
ORDER_000000891_PAYMENT,ORDER_000000891,WALLET,SUCCESS,499267.48,2026-11-26T23:54:25
ORDER_000000892_PAYMENT,ORDER_000000892,WALLET,SUCCESS,231587.57,2026-05-03T05:37:09
ORDER_000000893_PAYMENT,ORDER_000000893,UPI,FAILED,125226.85,2026-02-12T07:40:15
ORDER_000000894_PAYMENT,ORDER_000000894,NET_BANKING,SUCCESS,140767.58,2026-05-23T05:14:05
ORDER_000000895_PAYMENT,ORDER_000000895,UPI,SUCCESS,7827.54,2026-04-03T20:33:38
ORDER_000000896_PAYMENT,ORDER_000000896,UPI,SUCCESS,56019.38,2026-01-22T23:30:19
ORDER_000000897_PAYMENT,ORDER_000000897,CREDIT_CARD,SUCCESS,68414.40,2026-01-28T05:28:54
ORDER_000000898_PAYMENT,ORDER_000000898,UPI,SUCCESS,23082.88,2026-02-01T14:23:46
ORDER_000000899_PAYMENT,ORDER_000000899,WALLET,SUCCESS,12878.55,2026-09-08T10:04:18
ORDER_000000900_PAYMENT,ORDER_000000900,WALLET,SUCCESS,77221.97,2026-01-08T17:28:41
ORDER_000000901_PAYMENT,ORDER_000000901,UPI,SUCCESS,130162.52,2026-06-19T18:28:33
ORDER_000000902_PAYMENT,ORDER_000000902,UPI,SUCCESS,586278.24,2026-12-10T12:32:03
ORDER_000000903_PAYMENT,ORDER_000000903,UPI,SUCCESS,7208.47,2026-03-16T09:36:09
ORDER_000000904_PAYMENT,ORDER_000000904,WALLET,SUCCESS,265121.34,2026-12-28T21:23:38
ORDER_000000905_PAYMENT,ORDER_000000905,DEBIT_CARD,SUCCESS,95253.61,2026-10-20T14:23:39
ORDER_000000906_PAYMENT,ORDER_000000906,CREDIT_CARD,SUCCESS,77550.04,2026-11-27T17:27:03
ORDER_000000907_PAYMENT,ORDER_000000907,UPI,SUCCESS,44472.06,2026-08-13T21:12:14
ORDER_000000908_PAYMENT,ORDER_000000908,UPI,SUCCESS,222488.24,2026-01-07T06:25:25
ORDER_000000909_PAYMENT,ORDER_000000909,DEBIT_CARD,SUCCESS,110649.11,2026-04-19T22:23:44
ORDER_000000910_PAYMENT,ORDER_000000910,UPI,SUCCESS,72888.77,2026-12-16T00:51:32
ORDER_000000911_PAYMENT,ORDER_000000911,WALLET,SUCCESS,155354.84,2026-07-05T18:12:12
ORDER_000000912_PAYMENT,ORDER_000000912,CREDIT_CARD,SUCCESS,30384.72,2026-04-12T10:58:56
ORDER_000000913_PAYMENT,ORDER_000000913,UPI,SUCCESS,185406.47,2026-12-21T20:11:15
ORDER_000000914_PAYMENT,ORDER_000000914,WALLET,SUCCESS,25561.48,2026-11-30T01:01:51
ORDER_000000915_PAYMENT,ORDER_000000915,UPI,SUCCESS,379957.14,2026-05-22T01:10:02
ORDER_000000916_PAYMENT,ORDER_000000916,UPI,SUCCESS,85383.27,2026-01-12T19:45:35
ORDER_000000917_PAYMENT,ORDER_000000917,CREDIT_CARD,FAILED,128796.37,2026-11-17T02:41:18
ORDER_000000918_PAYMENT,ORDER_000000918,CREDIT_CARD,FAILED,3384.06,2026-04-23T02:25:44
ORDER_000000919_PAYMENT,ORDER_000000919,UPI,SUCCESS,291502.87,2026-05-23T04:57:21
ORDER_000000920_PAYMENT,ORDER_000000920,UPI,SUCCESS,334198.69,2026-06-09T02:59:58
ORDER_000000921_PAYMENT,ORDER_000000921,DEBIT_CARD,SUCCESS,28187.83,2026-08-24T11:40:31
ORDER_000000922_PAYMENT,ORDER_000000922,CREDIT_CARD,SUCCESS,182936.74,2026-03-19T20:12:56
ORDER_000000923_PAYMENT,ORDER_000000923,WALLET,SUCCESS,512377.90,2026-08-01T21:16:54
ORDER_000000924_PAYMENT,ORDER_000000924,UPI,SUCCESS,167697.96,2026-05-13T11:24:41
ORDER_000000925_PAYMENT,ORDER_000000925,UPI,SUCCESS,68010.61,2026-12-25T02:24:46
ORDER_000000926_PAYMENT,ORDER_000000926,UPI,SUCCESS,28094.33,2026-02-05T16:03:09
ORDER_000000927_PAYMENT,ORDER_000000927,UPI,SUCCESS,183293.05,2026-07-14T13:36:28
ORDER_000000928_PAYMENT,ORDER_000000928,UPI,SUCCESS,368600.55,2026-02-01T08:51:09
ORDER_000000929_PAYMENT,ORDER_000000929,UPI,SUCCESS,702036.08,2026-08-09T15:30:16
ORDER_000000930_PAYMENT,ORDER_000000930,CREDIT_CARD,SUCCESS,67579.86,2026-03-13T14:46:10
ORDER_000000931_PAYMENT,ORDER_000000931,WALLET,SUCCESS,349974.85,2026-02-24T12:42:39
ORDER_000000932_PAYMENT,ORDER_000000932,DEBIT_CARD,SUCCESS,116734.50,2026-10-18T07:46:48
ORDER_000000933_PAYMENT,ORDER_000000933,UPI,SUCCESS,348299.63,2026-04-17T07:28:04
ORDER_000000934_PAYMENT,ORDER_000000934,UPI,SUCCESS,210814.07,2026-09-28T16:59:24
ORDER_000000935_PAYMENT,ORDER_000000935,UPI,SUCCESS,260243.31,2026-04-12T13:50:40
ORDER_000000936_PAYMENT,ORDER_000000936,WALLET,SUCCESS,25148.25,2026-04-13T04:52:49
ORDER_000000937_PAYMENT,ORDER_000000937,CREDIT_CARD,SUCCESS,88112.61,2026-02-01T23:27:21
ORDER_000000938_PAYMENT,ORDER_000000938,DEBIT_CARD,SUCCESS,129304.02,2026-02-23T15:39:55
ORDER_000000939_PAYMENT,ORDER_000000939,NET_BANKING,SUCCESS,586175.72,2026-09-27T22:57:49
ORDER_000000940_PAYMENT,ORDER_000000940,UPI,SUCCESS,20905.54,2026-03-21T19:28:58
ORDER_000000941_PAYMENT,ORDER_000000941,UPI,SUCCESS,309119.60,2026-12-27T11:19:55
ORDER_000000942_PAYMENT,ORDER_000000942,UPI,SUCCESS,14395.56,2026-11-18T05:18:06
ORDER_000000943_PAYMENT,ORDER_000000943,UPI,SUCCESS,15268.83,2026-07-05T00:30:54
ORDER_000000944_PAYMENT,ORDER_000000944,UPI,SUCCESS,151906.59,2026-10-05T13:18:31
ORDER_000000945_PAYMENT,ORDER_000000945,WALLET,SUCCESS,92525.00,2026-03-04T10:07:34
ORDER_000000946_PAYMENT,ORDER_000000946,UPI,SUCCESS,293442.64,2026-03-30T15:00:47
ORDER_000000947_PAYMENT,ORDER_000000947,NET_BANKING,SUCCESS,101537.77,2026-06-22T06:42:38
ORDER_000000948_PAYMENT,ORDER_000000948,UPI,SUCCESS,20377.85,2026-06-15T03:14:57
ORDER_000000949_PAYMENT,ORDER_000000949,UPI,SUCCESS,43598.40,2026-06-29T18:43:58
ORDER_000000950_PAYMENT,ORDER_000000950,UPI,SUCCESS,52991.36,2026-08-07T08:21:28
ORDER_000000951_PAYMENT,ORDER_000000951,WALLET,SUCCESS,11696.82,2026-01-27T12:52:27
ORDER_000000952_PAYMENT,ORDER_000000952,UPI,SUCCESS,458706.30,2026-12-03T11:22:04
ORDER_000000953_PAYMENT,ORDER_000000953,UPI,SUCCESS,51023.17,2026-01-30T01:48:25
ORDER_000000954_PAYMENT,ORDER_000000954,UPI,SUCCESS,477924.51,2026-01-19T03:07:35
ORDER_000000955_PAYMENT,ORDER_000000955,CREDIT_CARD,SUCCESS,200957.52,2026-10-23T14:36:27
ORDER_000000956_PAYMENT,ORDER_000000956,DEBIT_CARD,SUCCESS,8084.46,2026-02-02T16:09:35
ORDER_000000957_PAYMENT,ORDER_000000957,UPI,SUCCESS,167253.19,2026-07-30T06:39:06
ORDER_000000958_PAYMENT,ORDER_000000958,DEBIT_CARD,FAILED,452731.50,2026-07-09T21:31
ORDER_000000959_PAYMENT,ORDER_000000959,CREDIT_CARD,SUCCESS,147088.08,2026-08-27T12:27:04
ORDER_000000960_PAYMENT,ORDER_000000960,UPI,SUCCESS,64368.14,2026-10-15T13:33:12
ORDER_000000961_PAYMENT,ORDER_000000961,NET_BANKING,SUCCESS,105035.05,2026-12-29T08:41:12
ORDER_000000962_PAYMENT,ORDER_000000962,DEBIT_CARD,SUCCESS,471255.44,2026-09-27T20:21:42
ORDER_000000963_PAYMENT,ORDER_000000963,UPI,SUCCESS,361465.72,2026-06-01T21:23:16
ORDER_000000964_PAYMENT,ORDER_000000964,DEBIT_CARD,SUCCESS,27824.44,2026-11-14T14:17:51
ORDER_000000965_PAYMENT,ORDER_000000965,DEBIT_CARD,SUCCESS,930639.60,2026-12-11T19:39:15
ORDER_000000966_PAYMENT,ORDER_000000966,CREDIT_CARD,SUCCESS,373048.59,2026-12-27T11:39:28
ORDER_000000967_PAYMENT,ORDER_000000967,WALLET,SUCCESS,689593.21,2026-02-26T18:53:11
ORDER_000000968_PAYMENT,ORDER_000000968,DEBIT_CARD,SUCCESS,292111.04,2026-06-21T10:30:36
ORDER_000000969_PAYMENT,ORDER_000000969,UPI,SUCCESS,406957.45,2026-03-06T07:23:18
ORDER_000000970_PAYMENT,ORDER_000000970,DEBIT_CARD,SUCCESS,22563.24,2026-06-03T16:55:25
ORDER_000000971_PAYMENT,ORDER_000000971,UPI,SUCCESS,398707.54,2026-08-05T13:38:32
ORDER_000000972_PAYMENT,ORDER_000000972,UPI,SUCCESS,98886.95,2026-07-16T10:58:27
ORDER_000000973_PAYMENT,ORDER_000000973,DEBIT_CARD,SUCCESS,191406.00,2026-06-14T15:05:08
ORDER_000000974_PAYMENT,ORDER_000000974,UPI,SUCCESS,361225.78,2026-08-27T11:04:08
ORDER_000000975_PAYMENT,ORDER_000000975,UPI,SUCCESS,472801.45,2026-07-12T04:22:27
ORDER_000000976_PAYMENT,ORDER_000000976,CREDIT_CARD,SUCCESS,47287.55,2026-01-04T15:53:46
ORDER_000000977_PAYMENT,ORDER_000000977,UPI,SUCCESS,310867.84,2026-05-07T23:27:37
ORDER_000000978_PAYMENT,ORDER_000000978,DEBIT_CARD,SUCCESS,80143.53,2026-06-20T14:58:46
ORDER_000000979_PAYMENT,ORDER_000000979,UPI,SUCCESS,656920.71,2026-07-22T19:24:15
ORDER_000000980_PAYMENT,ORDER_000000980,WALLET,SUCCESS,264816.06,2026-12-13T06:18:57
ORDER_000000981_PAYMENT,ORDER_000000981,UPI,SUCCESS,82040.41,2026-03-31T10:01:21
ORDER_000000982_PAYMENT,ORDER_000000982,UPI,SUCCESS,74897.30,2026-09-20T23:24:19
ORDER_000000983_PAYMENT,ORDER_000000983,NET_BANKING,SUCCESS,459881.42,2026-04-22T07:46:57
ORDER_000000984_PAYMENT,ORDER_000000984,WALLET,SUCCESS,266273.26,2026-04-01T23:26:40
ORDER_000000985_PAYMENT,ORDER_000000985,UPI,SUCCESS,106645.77,2026-11-16T22:06:18
ORDER_000000986_PAYMENT,ORDER_000000986,WALLET,SUCCESS,303041.67,2026-09-23T09:49:23
ORDER_000000987_PAYMENT,ORDER_000000987,DEBIT_CARD,SUCCESS,105815.92,2026-03-21T19:18:33
ORDER_000000988_PAYMENT,ORDER_000000988,UPI,SUCCESS,181082.22,2026-08-11T11:03:44
ORDER_000000989_PAYMENT,ORDER_000000989,NET_BANKING,SUCCESS,76091.90,2026-02-26T10:19:04
ORDER_000000990_PAYMENT,ORDER_000000990,WALLET,SUCCESS,100039.50,2026-07-11T12:31:12
ORDER_000000991_PAYMENT,ORDER_000000991,UPI,SUCCESS,20934.88,2026-01-14T01:54:52
ORDER_000000992_PAYMENT,ORDER_000000992,CREDIT_CARD,SUCCESS,106175.88,2026-01-05T20:15:05
ORDER_000000993_PAYMENT,ORDER_000000993,WALLET,SUCCESS,26794.06,2026-05-07T10:26:37
ORDER_000000994_PAYMENT,ORDER_000000994,CREDIT_CARD,SUCCESS,2098.66,2026-11-29T07:38:05
ORDER_000000995_PAYMENT,ORDER_000000995,CREDIT_CARD,SUCCESS,543586.92,2026-06-17T18:16:37
ORDER_000000996_PAYMENT,ORDER_000000996,WALLET,SUCCESS,205426.50,2026-05-01T14:49:11
ORDER_000000997_PAYMENT,ORDER_000000997,UPI,SUCCESS,428247.14,2026-06-26T17:22:20
ORDER_000000998_PAYMENT,ORDER_000000998,UPI,SUCCESS,250247.80,2026-08-16T09:15:49
ORDER_000000999_PAYMENT,ORDER_000000999,CREDIT_CARD,SUCCESS,614720.61,2026-09-25T12:37:58
ORDER_000001000_PAYMENT,ORDER_000001000,UPI,SUCCESS,411634.56,2026-12-04T05:24:42
ORDER_000001001_PAYMENT,ORDER_000001001,NET_BANKING,SUCCESS,616822.85,2026-02-20T21:20:27
ORDER_000001002_PAYMENT,ORDER_000001002,CREDIT_CARD,SUCCESS,154835.26,2026-11-14T02:13:29
ORDER_000001003_PAYMENT,ORDER_000001003,UPI,SUCCESS,798041.81,2026-12-31T15:16:54
ORDER_000001004_PAYMENT,ORDER_000001004,UPI,SUCCESS,191267.90,2026-04-03T08:36:30
ORDER_000001005_PAYMENT,ORDER_000001005,UPI,SUCCESS,336471.12,2026-07-04T13:09:51
ORDER_000001006_PAYMENT,ORDER_000001006,UPI,SUCCESS,189908.51,2026-12-05T11:44:24
ORDER_000001007_PAYMENT,ORDER_000001007,CREDIT_CARD,SUCCESS,184173.24,2026-02-28T03:32:11
ORDER_000001008_PAYMENT,ORDER_000001008,CREDIT_CARD,SUCCESS,5387.92,2026-08-13T14:08:59
ORDER_000001009_PAYMENT,ORDER_000001009,CREDIT_CARD,SUCCESS,178886.30,2026-10-24T20:29:59
ORDER_000001010_PAYMENT,ORDER_000001010,UPI,SUCCESS,63998.17,2026-06-25T05:33:13
ORDER_000001011_PAYMENT,ORDER_000001011,WALLET,SUCCESS,5144.61,2026-05-05T18:51:29
ORDER_000001012_PAYMENT,ORDER_000001012,UPI,SUCCESS,299160.12,2026-07-13T19:12:59
ORDER_000001013_PAYMENT,ORDER_000001013,DEBIT_CARD,SUCCESS,7811.15,2026-12-05T04:00:17
ORDER_000001014_PAYMENT,ORDER_000001014,NET_BANKING,SUCCESS,477001.78,2026-07-31T12:50:21
ORDER_000001015_PAYMENT,ORDER_000001015,NET_BANKING,SUCCESS,16855.23,2026-11-08T18:43:06
ORDER_000001016_PAYMENT,ORDER_000001016,DEBIT_CARD,SUCCESS,470708.44,2026-09-01T16:11:41
ORDER_000001017_PAYMENT,ORDER_000001017,WALLET,SUCCESS,3104.85,2026-01-06T08:46:06
ORDER_000001018_PAYMENT,ORDER_000001018,WALLET,SUCCESS,39068.24,2026-11-19T11:00:09
ORDER_000001019_PAYMENT,ORDER_000001019,UPI,SUCCESS,217177.49,2026-10-17T08:10:13
ORDER_000001020_PAYMENT,ORDER_000001020,UPI,SUCCESS,93497.13,2026-05-09T12:15:30
ORDER_000001021_PAYMENT,ORDER_000001021,UPI,SUCCESS,80133.59,2026-11-03T23:13:38
ORDER_000001022_PAYMENT,ORDER_000001022,CREDIT_CARD,SUCCESS,180795.66,2026-11-01T09:58:45
ORDER_000001023_PAYMENT,ORDER_000001023,NET_BANKING,SUCCESS,166903.09,2026-08-07T02:02:34
ORDER_000001024_PAYMENT,ORDER_000001024,UPI,SUCCESS,23781.86,2026-06-08T02:40:15
ORDER_000001025_PAYMENT,ORDER_000001025,CREDIT_CARD,SUCCESS,248111.20,2026-08-24T07:19:35
ORDER_000001026_PAYMENT,ORDER_000001026,UPI,SUCCESS,149373.06,2026-04-23T16:50:31
ORDER_000001027_PAYMENT,ORDER_000001027,UPI,SUCCESS,743780.04,2026-07-28T00:05:24
ORDER_000001028_PAYMENT,ORDER_000001028,CREDIT_CARD,SUCCESS,6874.56,2026-05-23T11:55:28
ORDER_000001029_PAYMENT,ORDER_000001029,CREDIT_CARD,SUCCESS,104161.65,2026-01-24T07:16:09
ORDER_000001030_PAYMENT,ORDER_000001030,CREDIT_CARD,SUCCESS,247455.34,2026-01-19T23:49:45
ORDER_000001031_PAYMENT,ORDER_000001031,CREDIT_CARD,SUCCESS,20212.12,2026-05-07T09:26:57
ORDER_000001032_PAYMENT,ORDER_000001032,NET_BANKING,SUCCESS,401225.14,2026-12-05T14:44:33
ORDER_000001033_PAYMENT,ORDER_000001033,DEBIT_CARD,SUCCESS,34964.29,2026-04-30T16:30:47
ORDER_000001034_PAYMENT,ORDER_000001034,DEBIT_CARD,SUCCESS,17617.55,2026-08-25T06:06:19
ORDER_000001035_PAYMENT,ORDER_000001035,UPI,SUCCESS,259517.92,2026-07-03T09:58:10
ORDER_000001036_PAYMENT,ORDER_000001036,UPI,SUCCESS,8703.00,2026-03-25T06:16:10
ORDER_000001037_PAYMENT,ORDER_000001037,UPI,SUCCESS,114560.79,2026-04-14T01:12:18
ORDER_000001038_PAYMENT,ORDER_000001038,WALLET,SUCCESS,27257.74,2026-09-01T01:27:58
ORDER_000001039_PAYMENT,ORDER_000001039,DEBIT_CARD,SUCCESS,9862.34,2026-09-10T06:57:38
ORDER_000001040_PAYMENT,ORDER_000001040,NET_BANKING,SUCCESS,556428.06,2026-03-22T21:50:49
ORDER_000001041_PAYMENT,ORDER_000001041,CREDIT_CARD,FAILED,204169.76,2026-01-09T09:04:19
ORDER_000001042_PAYMENT,ORDER_000001042,UPI,SUCCESS,572530.28,2026-02-15T18:26:17
ORDER_000001043_PAYMENT,ORDER_000001043,UPI,SUCCESS,171033.97,2026-10-29T18:50:14
ORDER_000001044_PAYMENT,ORDER_000001044,NET_BANKING,SUCCESS,1135.56,2026-06-02T11:07:30
ORDER_000001045_PAYMENT,ORDER_000001045,DEBIT_CARD,SUCCESS,435252.06,2026-03-06T08:02:12
ORDER_000001046_PAYMENT,ORDER_000001046,CREDIT_CARD,SUCCESS,54551.95,2026-11-07T07:40:41
ORDER_000001047_PAYMENT,ORDER_000001047,CREDIT_CARD,SUCCESS,105466.60,2026-09-18T08:35:43
ORDER_000001048_PAYMENT,ORDER_000001048,NET_BANKING,SUCCESS,90682.60,2026-02-10T19:46:38
ORDER_000001049_PAYMENT,ORDER_000001049,UPI,SUCCESS,3356.28,2026-03-25T11:05:34
ORDER_000001050_PAYMENT,ORDER_000001050,DEBIT_CARD,SUCCESS,53375.66,2026-11-20T00:50:38
ORDER_000001051_PAYMENT,ORDER_000001051,NET_BANKING,SUCCESS,4540.03,2026-01-07T15:11:03
ORDER_000001052_PAYMENT,ORDER_000001052,UPI,SUCCESS,173703.04,2026-02-02T21:16:55
ORDER_000001053_PAYMENT,ORDER_000001053,UPI,SUCCESS,186429.09,2026-01-31T21:39:40
ORDER_000001054_PAYMENT,ORDER_000001054,UPI,SUCCESS,53629.49,2026-02-07T01:05:38
ORDER_000001055_PAYMENT,ORDER_000001055,CREDIT_CARD,SUCCESS,12109.81,2026-10-18T15:43:08
ORDER_000001056_PAYMENT,ORDER_000001056,UPI,SUCCESS,41254.65,2026-04-26T14:33:07
ORDER_000001057_PAYMENT,ORDER_000001057,WALLET,SUCCESS,27921.64,2026-08-29T11:22:33
