id,name,category_id,product_type_id,brand_id,product_model_id,price
PRODUCT_000000192,LG AI Direct Drive Washing Machine,CATEGORY_005,PRODUCT_TYPE_013,BRAND_003,PRODUCT_MODEL_031,47806.20
PRODUCT_000000193,Samsung S25,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_010,50207.43
PRODUCT_000000194,Samsung Buds3 Pro,CATEGORY_001,PRODUCT_TYPE_002,BRAND_001,PRODUCT_MODEL_004,15537.84
PRODUCT_000000195,Adidas Ultraboost Light,CATEGORY_007,PRODUCT_TYPE_020,BRAND_010,PRODUCT_MODEL_046,15108.32
PRODUCT_000000196,Adidas Forum Low,CATEGORY_007,PRODUCT_TYPE_021,BRAND_010,PRODUCT_MODEL_048,4645.28
PRODUCT_000000197,Samsung Crystal UHD DU8000,CATEGORY_004,PRODUCT_TYPE_009,BRAND_001,PRODUCT_MODEL_024,85249.89
PRODUCT_000000198,HP OMEN Gaming Laptop 16,CATEGORY_003,PRODUCT_TYPE_006,BRAND_007,PRODUCT_MODEL_017,116296.52
PRODUCT_000000199,HarperCollins Leadership Principles,CATEGORY_009,PRODUCT_TYPE_030,BRAND_020,PRODUCT_MODEL_066,901.12
PRODUCT_000000200,Nike Sports Performance T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_009,PRODUCT_MODEL_037,911.89
PRODUCT_000000201,Adidas Essentials Padded Jacket,CATEGORY_006,PRODUCT_TYPE_018,BRAND_010,PRODUCT_MODEL_042,5544.97
PRODUCT_000000202,Dell Latitude 7450,CATEGORY_003,PRODUCT_TYPE_007,BRAND_006,PRODUCT_MODEL_018,150054.42
PRODUCT_000000203,Samsung A55 5G,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_009,106119.74
PRODUCT_000000204,Samsung S25,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_010,23183.99
PRODUCT_000000205,Adidas Adicolor Denim Jeans,CATEGORY_006,PRODUCT_TYPE_017,BRAND_010,PRODUCT_MODEL_040,2653.50
PRODUCT_000000206,Adidas Forum Low,CATEGORY_007,PRODUCT_TYPE_021,BRAND_010,PRODUCT_MODEL_048,3735.03
PRODUCT_000000207,Adidas Forum Low,CATEGORY_007,PRODUCT_TYPE_021,BRAND_010,PRODUCT_MODEL_048,2799.31
PRODUCT_000000208,Adidas Ultraboost Light,CATEGORY_007,PRODUCT_TYPE_020,BRAND_010,PRODUCT_MODEL_046,9395.86
PRODUCT_000000209,Apple iPhone 16,CATEGORY_002,PRODUCT_TYPE_004,BRAND_002,PRODUCT_MODEL_011,34148.20
PRODUCT_000000210,LG AI Direct Drive Washing Machine,CATEGORY_005,PRODUCT_TYPE_013,BRAND_003,PRODUCT_MODEL_031,35874.60
PRODUCT_000000211,Samsung A55 5G,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_009,96524.42
PRODUCT_000000212,HarperCollins The Silent Valley,CATEGORY_009,PRODUCT_TYPE_027,BRAND_020,PRODUCT_MODEL_060,602.55
PRODUCT_000000213,L'Oréal Daily Repair Shampoo,CATEGORY_008,PRODUCT_TYPE_025,BRAND_015,PRODUCT_MODEL_055,1017.82
PRODUCT_000000214,Adidas Forum Low,CATEGORY_007,PRODUCT_TYPE_021,BRAND_010,PRODUCT_MODEL_048,4168.03
PRODUCT_000000215,Samsung Family Hub Refrigerator,CATEGORY_005,PRODUCT_TYPE_012,BRAND_001,PRODUCT_MODEL_030,63625.94
PRODUCT_000000216,Nestlé Ready to Cook Meal,CATEGORY_010,PRODUCT_TYPE_034,BRAND_022,PRODUCT_MODEL_073,929.83
PRODUCT_000000217,Sony Bravia 8 OLED,CATEGORY_004,PRODUCT_TYPE_010,BRAND_004,PRODUCT_MODEL_026,151628.65
PRODUCT_000000218,OnePlus 13,CATEGORY_002,PRODUCT_TYPE_004,BRAND_005,PRODUCT_MODEL_013,41226.59
PRODUCT_000000219,Apple Watch Series 10,CATEGORY_001,PRODUCT_TYPE_001,BRAND_002,PRODUCT_MODEL_002,25354.58
PRODUCT_000000220,Samsung Watch 7,CATEGORY_001,PRODUCT_TYPE_001,BRAND_001,PRODUCT_MODEL_001,16441.83
PRODUCT_000000221,Samsung Watch 7,CATEGORY_001,PRODUCT_TYPE_001,BRAND_001,PRODUCT_MODEL_001,20968.45
PRODUCT_000000222,Sony Bravia 7,CATEGORY_004,PRODUCT_TYPE_011,BRAND_004,PRODUCT_MODEL_028,77868.03
PRODUCT_000000223,ITC Whole Wheat Flour,CATEGORY_010,PRODUCT_TYPE_033,BRAND_026,PRODUCT_MODEL_072,1684.10
PRODUCT_000000224,Samsung Crystal UHD DU8000,CATEGORY_004,PRODUCT_TYPE_009,BRAND_001,PRODUCT_MODEL_024,76396.25
PRODUCT_000000225,Apple AirPods Pro 2,CATEGORY_001,PRODUCT_TYPE_002,BRAND_002,PRODUCT_MODEL_005,10213.42
PRODUCT_000000226,Samsung A55 5G,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_009,69611.72
PRODUCT_000000227,Nike Pegasus 41,CATEGORY_007,PRODUCT_TYPE_022,BRAND_009,PRODUCT_MODEL_049,7479.76
PRODUCT_000000228,Samsung Music Frame,CATEGORY_001,PRODUCT_TYPE_003,BRAND_001,PRODUCT_MODEL_007,21354.42
PRODUCT_000000229,Apple iPhone 16 Pro,CATEGORY_002,PRODUCT_TYPE_004,BRAND_002,PRODUCT_MODEL_012,61295.82
PRODUCT_000000230,ITC Whole Wheat Flour,CATEGORY_010,PRODUCT_TYPE_033,BRAND_026,PRODUCT_MODEL_072,1148.87
PRODUCT_000000231,Nivea Apple Cider Vinegar Face Wash,CATEGORY_008,PRODUCT_TYPE_023,BRAND_016,PRODUCT_MODEL_051,1064.29
PRODUCT_000000232,LG OLED C4,CATEGORY_004,PRODUCT_TYPE_010,BRAND_003,PRODUCT_MODEL_025,219092.32
PRODUCT_000000233,HarperCollins The World Around Us,CATEGORY_009,PRODUCT_TYPE_028,BRAND_020,PRODUCT_MODEL_062,943.54
PRODUCT_000000234,OnePlus 13,CATEGORY_002,PRODUCT_TYPE_004,BRAND_005,PRODUCT_MODEL_013,51465.04
PRODUCT_000000235,Maybelline Matte Lip Color,CATEGORY_008,PRODUCT_TYPE_026,BRAND_018,PRODUCT_MODEL_057,1360.70
PRODUCT_000000236,Penguin Random House A History of Modern India,CATEGORY_009,PRODUCT_TYPE_028,BRAND_019,PRODUCT_MODEL_061,489.55
PRODUCT_000000237,Samsung Family Hub Refrigerator,CATEGORY_005,PRODUCT_TYPE_012,BRAND_001,PRODUCT_MODEL_030,61414.69
PRODUCT_000000238,Lenovo Yoga Slim 7,CATEGORY_003,PRODUCT_TYPE_008,BRAND_008,PRODUCT_MODEL_020,56475.96
PRODUCT_000000239,LG Smart Inverter Refrigerator,CATEGORY_005,PRODUCT_TYPE_012,BRAND_003,PRODUCT_MODEL_029,56106.61
PRODUCT_000000240,Samsung Watch 7,CATEGORY_001,PRODUCT_TYPE_001,BRAND_001,PRODUCT_MODEL_001,20218.85
PRODUCT_000000241,Nivea Apple Cider Vinegar Face Wash,CATEGORY_008,PRODUCT_TYPE_023,BRAND_016,PRODUCT_MODEL_051,1236.65
PRODUCT_000000242,OnePlus 13,CATEGORY_002,PRODUCT_TYPE_004,BRAND_005,PRODUCT_MODEL_013,36326.21
PRODUCT_000000243,OnePlus 13,CATEGORY_002,PRODUCT_TYPE_004,BRAND_005,PRODUCT_MODEL_013,18955.04
PRODUCT_000000244,Samsung Music Frame,CATEGORY_001,PRODUCT_TYPE_003,BRAND_001,PRODUCT_MODEL_007,27486.61
PRODUCT_000000245,Nike Sports Performance T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_009,PRODUCT_MODEL_037,3313.60
PRODUCT_000000246,Maybelline Matte Lip Color,CATEGORY_008,PRODUCT_TYPE_026,BRAND_018,PRODUCT_MODEL_057,1613.17
PRODUCT_000000247,L'Oréal Hydrating Moisturizer,CATEGORY_008,PRODUCT_TYPE_024,BRAND_015,PRODUCT_MODEL_053,377.34
PRODUCT_000000248,Maybelline Matte Lip Color,CATEGORY_008,PRODUCT_TYPE_026,BRAND_018,PRODUCT_MODEL_057,947.42
PRODUCT_000000249,Adidas Forum Low,CATEGORY_007,PRODUCT_TYPE_021,BRAND_010,PRODUCT_MODEL_048,5233.25
PRODUCT_000000250,HarperCollins The World Around Us,CATEGORY_009,PRODUCT_TYPE_028,BRAND_020,PRODUCT_MODEL_062,675.90
PRODUCT_000000251,Maybelline Matte Lip Color,CATEGORY_008,PRODUCT_TYPE_026,BRAND_018,PRODUCT_MODEL_057,992.27
PRODUCT_000000252,Nestlé Sparkling Fruit Drink,CATEGORY_010,PRODUCT_TYPE_032,BRAND_022,PRODUCT_MODEL_069,764.88
PRODUCT_000000253,Nike Sports Performance T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_009,PRODUCT_MODEL_037,2090.68
PRODUCT_000000254,LG NeoChef Microwave Oven,CATEGORY_005,PRODUCT_TYPE_015,BRAND_003,PRODUCT_MODEL_036,26059.31
PRODUCT_000000255,Samsung QLED Q80D,CATEGORY_004,PRODUCT_TYPE_011,BRAND_001,PRODUCT_MODEL_027,107542.27
PRODUCT_000000256,Britannia Premium Snack Pack,CATEGORY_010,PRODUCT_TYPE_031,BRAND_023,PRODUCT_MODEL_067,225.37
PRODUCT_000000257,Apple iPhone 16 Pro,CATEGORY_002,PRODUCT_TYPE_004,BRAND_002,PRODUCT_MODEL_012,43187.13
PRODUCT_000000258,Nike Sports Performance T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_009,PRODUCT_MODEL_037,742.41
PRODUCT_000000259,Adidas Essentials Logo T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_010,PRODUCT_MODEL_038,2369.99
PRODUCT_000000260,Adidas Adicolor Denim Jeans,CATEGORY_006,PRODUCT_TYPE_017,BRAND_010,PRODUCT_MODEL_040,4285.12
PRODUCT_000000261,Nike Club Denim,CATEGORY_006,PRODUCT_TYPE_017,BRAND_009,PRODUCT_MODEL_039,2374.30
PRODUCT_000000262,Samsung S25,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_010,38767.49
PRODUCT_000000263,Lenovo Yoga Slim 7,CATEGORY_003,PRODUCT_TYPE_008,BRAND_008,PRODUCT_MODEL_020,152645.07
PRODUCT_000000264,Nike Sportswear Dress,CATEGORY_006,PRODUCT_TYPE_019,BRAND_009,PRODUCT_MODEL_044,2221.41
PRODUCT_000000265,LG AI Direct Drive Washing Machine,CATEGORY_005,PRODUCT_TYPE_013,BRAND_003,PRODUCT_MODEL_031,44164.12
PRODUCT_000000266,Apple iPhone 16 Pro,CATEGORY_002,PRODUCT_TYPE_004,BRAND_002,PRODUCT_MODEL_012,67853.60
PRODUCT_000000267,Nike Sports Performance T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_009,PRODUCT_MODEL_037,1323.85
PRODUCT_000000268,Tata Consumer Premium Basmati Rice,CATEGORY_010,PRODUCT_TYPE_033,BRAND_024,PRODUCT_MODEL_071,274.44
PRODUCT_000000269,Apple Watch Series 10,CATEGORY_001,PRODUCT_TYPE_001,BRAND_002,PRODUCT_MODEL_002,8703.63
PRODUCT_000000270,Apple iPhone 16 Pro,CATEGORY_002,PRODUCT_TYPE_004,BRAND_002,PRODUCT_MODEL_012,47819.70
PRODUCT_000000271,Apple AirPods Pro 2,CATEGORY_001,PRODUCT_TYPE_002,BRAND_002,PRODUCT_MODEL_005,17099.29
PRODUCT_000000272,O'Reilly Learning Scala,CATEGORY_009,PRODUCT_TYPE_029,BRAND_021,PRODUCT_MODEL_063,1483.20
PRODUCT_000000273,Nike Club Denim,CATEGORY_006,PRODUCT_TYPE_017,BRAND_009,PRODUCT_MODEL_039,4895.79
PRODUCT_000000274,HarperCollins Leadership Principles,CATEGORY_009,PRODUCT_TYPE_030,BRAND_020,PRODUCT_MODEL_066,1237.06
PRODUCT_000000275,Nivea Scalp Care Shampoo,CATEGORY_008,PRODUCT_TYPE_025,BRAND_016,PRODUCT_MODEL_056,692.87
PRODUCT_000000276,Apple Watch Series 10,CATEGORY_001,PRODUCT_TYPE_001,BRAND_002,PRODUCT_MODEL_002,16826.76
PRODUCT_000000277,Adidas Ultraboost Light,CATEGORY_007,PRODUCT_TYPE_020,BRAND_010,PRODUCT_MODEL_046,9253.36
PRODUCT_000000278,Samsung Watch 7,CATEGORY_001,PRODUCT_TYPE_001,BRAND_001,PRODUCT_MODEL_001,26898.92
PRODUCT_000000279,Samsung A55 5G,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_009,45802.88
PRODUCT_000000280,Apple iPhone 16 Pro,CATEGORY_002,PRODUCT_TYPE_004,BRAND_002,PRODUCT_MODEL_012,74311.42
PRODUCT_000000281,Dell Latitude 7450,CATEGORY_003,PRODUCT_TYPE_007,BRAND_006,PRODUCT_MODEL_018,55256.15
PRODUCT_000000282,Adidas Adicolor Denim Jeans,CATEGORY_006,PRODUCT_TYPE_017,BRAND_010,PRODUCT_MODEL_040,5730.19
PRODUCT_000000283,LG Smart Inverter Refrigerator,CATEGORY_005,PRODUCT_TYPE_012,BRAND_003,PRODUCT_MODEL_029,150226.86
PRODUCT_000000284,Adidas Forum Low,CATEGORY_007,PRODUCT_TYPE_021,BRAND_010,PRODUCT_MODEL_048,4436.05
PRODUCT_000000285,L'Oréal Hydrating Moisturizer,CATEGORY_008,PRODUCT_TYPE_024,BRAND_015,PRODUCT_MODEL_053,897.30
PRODUCT_000000286,OnePlus 13,CATEGORY_002,PRODUCT_TYPE_004,BRAND_005,PRODUCT_MODEL_013,79929.45
PRODUCT_000000287,Adidas Forum Low,CATEGORY_007,PRODUCT_TYPE_021,BRAND_010,PRODUCT_MODEL_048,3799.68
PRODUCT_000000288,Dell Latitude 7450,CATEGORY_003,PRODUCT_TYPE_007,BRAND_006,PRODUCT_MODEL_018,102495.90
PRODUCT_000000289,Sony Bravia 8 OLED,CATEGORY_004,PRODUCT_TYPE_010,BRAND_004,PRODUCT_MODEL_026,154822.63
PRODUCT_000000290,Adidas Adicolor Denim Jeans,CATEGORY_006,PRODUCT_TYPE_017,BRAND_010,PRODUCT_MODEL_040,2834.73
PRODUCT_000000291,Samsung Family Hub Refrigerator,CATEGORY_005,PRODUCT_TYPE_012,BRAND_001,PRODUCT_MODEL_030,134625.29
PRODUCT_000000292,Samsung Watch 7,CATEGORY_001,PRODUCT_TYPE_001,BRAND_001,PRODUCT_MODEL_001,32555.24
PRODUCT_000000293,Sony SRS-XV800,CATEGORY_001,PRODUCT_TYPE_003,BRAND_004,PRODUCT_MODEL_008,19429.70
PRODUCT_000000294,Nike Air Force 1,CATEGORY_007,PRODUCT_TYPE_021,BRAND_009,PRODUCT_MODEL_047,11193.88
PRODUCT_000000295,Dell Latitude 7450,CATEGORY_003,PRODUCT_TYPE_007,BRAND_006,PRODUCT_MODEL_018,90938.99
PRODUCT_000000296,Nike Storm-FIT Jacket,CATEGORY_006,PRODUCT_TYPE_018,BRAND_009,PRODUCT_MODEL_041,9187.01
PRODUCT_000000297,OnePlus Buds Pro 3,CATEGORY_001,PRODUCT_TYPE_002,BRAND_005,PRODUCT_MODEL_006,9824.09
PRODUCT_000000298,Apple Watch Series 10,CATEGORY_001,PRODUCT_TYPE_001,BRAND_002,PRODUCT_MODEL_002,7623.38
PRODUCT_000000299,Samsung S25,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_010,91845.57
PRODUCT_000000300,Samsung S25,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_010,99173.56
PRODUCT_000000301,Maybelline Matte Lip Color,CATEGORY_008,PRODUCT_TYPE_026,BRAND_018,PRODUCT_MODEL_057,1020.25
PRODUCT_000000302,LG NeoChef Microwave Oven,CATEGORY_005,PRODUCT_TYPE_015,BRAND_003,PRODUCT_MODEL_036,23140.84
PRODUCT_000000303,Nike Sports Performance T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_009,PRODUCT_MODEL_037,1687.84
PRODUCT_000000304,Penguin Random House The Last Chapter,CATEGORY_009,PRODUCT_TYPE_027,BRAND_019,PRODUCT_MODEL_059,1072.62
PRODUCT_000000305,Samsung Crystal UHD DU8000,CATEGORY_004,PRODUCT_TYPE_009,BRAND_001,PRODUCT_MODEL_024,111029.81
PRODUCT_000000306,Nestlé Ready to Cook Meal,CATEGORY_010,PRODUCT_TYPE_034,BRAND_022,PRODUCT_MODEL_073,720.01
PRODUCT_000000307,Adidas Ultraboost Light,CATEGORY_007,PRODUCT_TYPE_020,BRAND_010,PRODUCT_MODEL_046,11629.47
PRODUCT_000000308,Samsung S25,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_010,17370.60
PRODUCT_000000309,OnePlus Watch 2,CATEGORY_001,PRODUCT_TYPE_001,BRAND_005,PRODUCT_MODEL_003,6673.58
PRODUCT_000000310,Adidas Forum Low,CATEGORY_007,PRODUCT_TYPE_021,BRAND_010,PRODUCT_MODEL_048,9128.73
PRODUCT_000000311,Maybelline Matte Lip Color,CATEGORY_008,PRODUCT_TYPE_026,BRAND_018,PRODUCT_MODEL_057,943.42
PRODUCT_000000312,Sony Bravia X90L,CATEGORY_004,PRODUCT_TYPE_009,BRAND_004,PRODUCT_MODEL_023,47962.53
PRODUCT_000000313,Samsung S25,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_010,52841.89
PRODUCT_000000314,Apple iPhone 16 Pro,CATEGORY_002,PRODUCT_TYPE_004,BRAND_002,PRODUCT_MODEL_012,20579.97
PRODUCT_000000315,Penguin Random House The Last Chapter,CATEGORY_009,PRODUCT_TYPE_027,BRAND_019,PRODUCT_MODEL_059,533.59
PRODUCT_000000316,Apple Watch Series 10,CATEGORY_001,PRODUCT_TYPE_001,BRAND_002,PRODUCT_MODEL_002,18235.46
PRODUCT_000000317,Adidas Ultraboost Light,CATEGORY_007,PRODUCT_TYPE_020,BRAND_010,PRODUCT_MODEL_046,6719.46
PRODUCT_000000318,Samsung Watch 7,CATEGORY_001,PRODUCT_TYPE_001,BRAND_001,PRODUCT_MODEL_001,26534.94
PRODUCT_000000319,Samsung S25,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_010,48334.68
PRODUCT_000000320,Samsung WindFree AC,CATEGORY_005,PRODUCT_TYPE_014,BRAND_001,PRODUCT_MODEL_033,51349.40
PRODUCT_000000321,Sony SRS-XV800,CATEGORY_001,PRODUCT_TYPE_003,BRAND_004,PRODUCT_MODEL_008,25028.02
PRODUCT_000000322,Samsung Watch 7,CATEGORY_001,PRODUCT_TYPE_001,BRAND_001,PRODUCT_MODEL_001,4832.45
PRODUCT_000000323,Adidas Forum Low,CATEGORY_007,PRODUCT_TYPE_021,BRAND_010,PRODUCT_MODEL_048,12370.78
PRODUCT_000000324,LG OLED C4,CATEGORY_004,PRODUCT_TYPE_010,BRAND_003,PRODUCT_MODEL_025,150104.38
PRODUCT_000000325,ITC Whole Wheat Flour,CATEGORY_010,PRODUCT_TYPE_033,BRAND_026,PRODUCT_MODEL_072,598.33
PRODUCT_000000326,Nike Club Denim,CATEGORY_006,PRODUCT_TYPE_017,BRAND_009,PRODUCT_MODEL_039,6216.18
PRODUCT_000000327,Samsung QLED Q80D,CATEGORY_004,PRODUCT_TYPE_011,BRAND_001,PRODUCT_MODEL_027,48390.12
PRODUCT_000000328,Nokia 105 4G,CATEGORY_002,PRODUCT_TYPE_005,BRAND_012,PRODUCT_MODEL_014,4005.16
PRODUCT_000000329,Adidas Ultraboost Light,CATEGORY_007,PRODUCT_TYPE_020,BRAND_010,PRODUCT_MODEL_046,8130.95
PRODUCT_000000330,Adidas Adicolor Dress,CATEGORY_006,PRODUCT_TYPE_019,BRAND_010,PRODUCT_MODEL_043,3318.82
PRODUCT_000000331,Samsung S25,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_010,84841.05
PRODUCT_000000332,Samsung A55 5G,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_009,48636.89
PRODUCT_000000333,Samsung Family Hub Refrigerator,CATEGORY_005,PRODUCT_TYPE_012,BRAND_001,PRODUCT_MODEL_030,41259.98
PRODUCT_000000334,Nike Club Denim,CATEGORY_006,PRODUCT_TYPE_017,BRAND_009,PRODUCT_MODEL_039,2709.45
PRODUCT_000000335,Samsung WindFree AC,CATEGORY_005,PRODUCT_TYPE_014,BRAND_001,PRODUCT_MODEL_033,51352.26
PRODUCT_000000336,LG NeoChef Microwave Oven,CATEGORY_005,PRODUCT_TYPE_015,BRAND_003,PRODUCT_MODEL_036,15140.90
PRODUCT_000000337,O'Reilly Learning Scala,CATEGORY_009,PRODUCT_TYPE_029,BRAND_021,PRODUCT_MODEL_063,1085.97
PRODUCT_000000338,Adidas Forum Low,CATEGORY_007,PRODUCT_TYPE_021,BRAND_010,PRODUCT_MODEL_048,10688.05
PRODUCT_000000339,Dell XPS 13,CATEGORY_003,PRODUCT_TYPE_008,BRAND_006,PRODUCT_MODEL_021,131977.83
PRODUCT_000000340,Penguin Random House The Last Chapter,CATEGORY_009,PRODUCT_TYPE_027,BRAND_019,PRODUCT_MODEL_059,393.96
PRODUCT_000000341,Lenovo Yoga Slim 7,CATEGORY_003,PRODUCT_TYPE_008,BRAND_008,PRODUCT_MODEL_020,125994.24
PRODUCT_000000342,Penguin Random House The Last Chapter,CATEGORY_009,PRODUCT_TYPE_027,BRAND_019,PRODUCT_MODEL_059,628.90
PRODUCT_000000343,Samsung Buds3 Pro,CATEGORY_001,PRODUCT_TYPE_002,BRAND_001,PRODUCT_MODEL_004,14161.34
PRODUCT_000000344,Samsung Watch 7,CATEGORY_001,PRODUCT_TYPE_001,BRAND_001,PRODUCT_MODEL_001,22062.47
PRODUCT_000000345,Nestlé Ready to Cook Meal,CATEGORY_010,PRODUCT_TYPE_034,BRAND_022,PRODUCT_MODEL_073,873.27
PRODUCT_000000346,Nike Air Force 1,CATEGORY_007,PRODUCT_TYPE_021,BRAND_009,PRODUCT_MODEL_047,6397.29
PRODUCT_000000347,Adidas Forum Low,CATEGORY_007,PRODUCT_TYPE_021,BRAND_010,PRODUCT_MODEL_048,3501.16
PRODUCT_000000348,Samsung Watch 7,CATEGORY_001,PRODUCT_TYPE_001,BRAND_001,PRODUCT_MODEL_001,10707.10
PRODUCT_000000349,Adidas Adicolor Dress,CATEGORY_006,PRODUCT_TYPE_019,BRAND_010,PRODUCT_MODEL_043,5407.62
PRODUCT_000000350,Adidas Supernova Rise,CATEGORY_007,PRODUCT_TYPE_022,BRAND_010,PRODUCT_MODEL_050,5119.03
PRODUCT_000000351,Samsung A55 5G,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_009,90119.21
PRODUCT_000000352,HarperCollins The World Around Us,CATEGORY_009,PRODUCT_TYPE_028,BRAND_020,PRODUCT_MODEL_062,1025.21
PRODUCT_000000353,Lenovo Yoga Slim 7,CATEGORY_003,PRODUCT_TYPE_008,BRAND_008,PRODUCT_MODEL_020,57131.49
PRODUCT_000000354,Adidas Essentials Logo T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_010,PRODUCT_MODEL_038,3359.29
PRODUCT_000000355,L'Oréal Daily Repair Shampoo,CATEGORY_008,PRODUCT_TYPE_025,BRAND_015,PRODUCT_MODEL_055,1199.26
PRODUCT_000000356,Britannia Classic Potato Chips,CATEGORY_010,PRODUCT_TYPE_031,BRAND_023,PRODUCT_MODEL_068,146.10
PRODUCT_000000357,ITC Whole Wheat Flour,CATEGORY_010,PRODUCT_TYPE_033,BRAND_026,PRODUCT_MODEL_072,771.06
PRODUCT_000000358,Samsung QLED Q80D,CATEGORY_004,PRODUCT_TYPE_011,BRAND_001,PRODUCT_MODEL_027,66524.57
PRODUCT_000000359,OnePlus 13,CATEGORY_002,PRODUCT_TYPE_004,BRAND_005,PRODUCT_MODEL_013,11026.26
PRODUCT_000000360,Apple iPhone 16 Pro,CATEGORY_002,PRODUCT_TYPE_004,BRAND_002,PRODUCT_MODEL_012,85478.82
PRODUCT_000000361,Nike Storm-FIT Jacket,CATEGORY_006,PRODUCT_TYPE_018,BRAND_009,PRODUCT_MODEL_041,4921.24
PRODUCT_000000362,Apple Watch Series 10,CATEGORY_001,PRODUCT_TYPE_001,BRAND_002,PRODUCT_MODEL_002,7200.89
PRODUCT_000000363,Nivea Apple Cider Vinegar Face Wash,CATEGORY_008,PRODUCT_TYPE_023,BRAND_016,PRODUCT_MODEL_051,702.49
PRODUCT_000000364,Adidas Forum Low,CATEGORY_007,PRODUCT_TYPE_021,BRAND_010,PRODUCT_MODEL_048,7063.12
PRODUCT_000000365,Adidas Essentials Logo T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_010,PRODUCT_MODEL_038,1965.60
PRODUCT_000000366,Samsung Buds3 Pro,CATEGORY_001,PRODUCT_TYPE_002,BRAND_001,PRODUCT_MODEL_004,13856.52
PRODUCT_000000367,Adidas Ultraboost Light,CATEGORY_007,PRODUCT_TYPE_020,BRAND_010,PRODUCT_MODEL_046,11640.89
PRODUCT_000000368,Nivea Daily Moisture Cream,CATEGORY_008,PRODUCT_TYPE_024,BRAND_016,PRODUCT_MODEL_054,2047.09
PRODUCT_000000369,Nike Club Denim,CATEGORY_006,PRODUCT_TYPE_017,BRAND_009,PRODUCT_MODEL_039,2962.04
PRODUCT_000000370,Samsung S25,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_010,43600.79
PRODUCT_000000371,Samsung A55 5G,CATEGORY_002,PRODUCT_TYPE_004,BRAND_001,PRODUCT_MODEL_009,71698.87
PRODUCT_000000372,Tata Consumer Premium Basmati Rice,CATEGORY_010,PRODUCT_TYPE_033,BRAND_024,PRODUCT_MODEL_071,691.13
PRODUCT_000000373,O'Reilly Learning Scala,CATEGORY_009,PRODUCT_TYPE_029,BRAND_021,PRODUCT_MODEL_063,1118.04
PRODUCT_000000374,OnePlus 13,CATEGORY_002,PRODUCT_TYPE_004,BRAND_005,PRODUCT_MODEL_013,95920.86
PRODUCT_000000375,Apple Watch Series 10,CATEGORY_001,PRODUCT_TYPE_001,BRAND_002,PRODUCT_MODEL_002,9171.83
PRODUCT_000000376,HarperCollins Leadership Principles,CATEGORY_009,PRODUCT_TYPE_030,BRAND_020,PRODUCT_MODEL_066,790.85
PRODUCT_000000377,Adidas Essentials Logo T-Shirt,CATEGORY_006,PRODUCT_TYPE_016,BRAND_010,PRODUCT_MODEL_038,2579.79
PRODUCT_000000378,Nestlé Ready to Cook Meal,CATEGORY_010,PRODUCT_TYPE_034,BRAND_022,PRODUCT_MODEL_073,178.33
PRODUCT_000000379,LG NeoChef Microwave Oven,CATEGORY_005,PRODUCT_TYPE_015,BRAND_003,PRODUCT_MODEL_036,10851.95
PRODUCT_000000380,O'Reilly Learning Scala,CATEGORY_009,PRODUCT_TYPE_029,BRAND_021,PRODUCT_MODEL_063,1461.72
PRODUCT_000000381,Adidas Forum Low,CATEGORY_007,PRODUCT_TYPE_021,BRAND_010,PRODUCT_MODEL_048,5822.75
PRODUCT_000000382,Adidas Ultraboost Light,CATEGORY_007,PRODUCT_TYPE_020,BRAND_010,PRODUCT_MODEL_046,6891.56
PRODUCT_000000383,Dell Alienware m16,CATEGORY_003,PRODUCT_TYPE_006,BRAND_006,PRODUCT_MODEL_016,94025.46
